200,4423936,4584732,160796,363
201,4443648,4603461,159813,359
202,4460800,4622130,161330,361
203,4478976,4640738,161762,361
204,4497152,4659285,162133,360
205,4514816,4677771,162955,360
206,4532736,4696196,163460,360
207,4550400,4714558,164158,360
208,4568576,4732859,164283,359
209,4585472,4751098,165626,361
210,4603904,4769275,165371,359
211,4620800,4787389,166589,360
212,4638720,4805440,166720,359
213,4655616,4823428,167812,360
214,4673792,4841352,167560,358
215,4690432,4859213,168781,359
216,4707584,4877011,169427,359
217,4725504,4894744,169240,358
218,4741888,4912413,170525,359
219,4759552,4930018,170466,358
220,4776192,4947557,171365,358
221,4793344,4965032,171688,358
222,4809472,4982442,172970,359
223,4827648,4999787,172139,356
224,4843264,5017065,173801,358
225,4860416,5034278,173862,357
226,4877056,5051425,174369,357
227,4893440,5068506,175066,357
228,4909824,5085520,175696,357
229,4926976,5102467,175491,356
230,4942336,5119348,177012,358
231,4959232,5136161,176929,356
232,4975616,5152907,177291,356
233,4991232,5169585,178353,357
234,5008128,5186196,178068,355
235,5023232,5202738,179506,357
236,5040128,5219212,179084,355
237,5055488,5235618,180130,356
238,5071616,5251955,180339,355
239,5086976,5268223,181247,356
240,5103360,5284422,181062,354
241,5118208,5300552,182344,356
242,5134848,5316612,181764,353
243,5149184,5332603,183419,356
244,5165824,5348523,182699,353
245,5179904,5364374,184470,356
246,5196544,5380154,183610,353
247,5210624,5395863,185239,355
248,5226752,5411502,184750,353
249,5241600,5427069,185469,353
250,5256192,5442566,186374,354
251,5271808,5457991,186183,353
252,5286144,5473345,187201,354
253,5301504,5488626,187122,352
254,5316096,5503836,187740,353
255,5330688,5518974,188286,353
256,5345536,5534039,188503,352
257,5359872,5549032,189160,352
258,5374464,5563952,189488,352
259,5389312,5578799,189487,351
260,5402880,5593573,190693,352
261,5417728,5608273,190545,351
262,5431808,5622900,191092,351
263,5445632,5637454,191822,352
264,5460736,5651933,191197,350
265,5473536,5666339,192803,352
266,5488128,5680670,192542,350
267,5501952,5694926,192974,350
268,5515264,5709108,193844,351
269,5529856,5723215,193359,349
270,5542656,5737247,194591,351
271,5556992,5751204,194212,349
272,5569792,5765086,195294,350
273,5583872,5778892,195020,349
274,5596416,5792622,196206,350
275,5610752,5806276,195524,348
276,5623296,5819855,196559,349
277,5636608,5833357,196749,349
278,5649664,5846782,197118,348
279,5662208,5860131,197923,349
280,5676288,5873403,197115,347
281,5688064,5886598,198534,349
282,5701376,5899716,198340,347
283,5713664,5912757,199093,348
284,5726976,5925720,198744,347
285,5738496,5938606,200110,348
286,5752320,5951414,199094,346
287,5763584,5964144,200560,347
288,5776128,5976796,200668,347
289,5789440,5989369,199929,345
290,5799680,6001864,202184,348
291,5813760,6014281,200521,344
292,5824512,6026618,202106,346
293,5837056,6038877,201821,345
294,5848832,6051057,202225,345
295,5860352,6063157,202805,346
296,5872640,6075178,202538,344
297,5883648,6087119,203471,345
298,5895936,6098981,203045,344
299,5906432,6110763,204331,345
300,5919232,6122465,203233,343
301,5929216,6134086,204870,345
302,5941504,6145628,204124,343
303,5952000,6157088,205088,344
304,5963520,6168469,204949,343
305,5974528,6179768,205240,343
306,5985280,6190987,205707,343
307,5996544,6202124,205580,342
308,6006528,6213181,206653,344
309,6018560,6224156,205596,341
310,6027776,6235049,207273,343
311,6039808,6245861,206053,341
312,6048768,6256591,207823,343
313,6060800,6267240,206440,340
314,6069504,6277806,208302,343
315,6081280,6288290,207010,340
316,6090240,6298692,208452,342
317,6101248,6309011,207763,340
318,6110464,6319248,208784,341
319,6121472,6329402,207930,339
320,6129920,6339473,209553,341
321,6141184,6349462,208278,339
322,6149632,6359367,209735,341
323,6160128,6369189,209061,339
324,6169344,6378928,209584,339
325,6178560,6388583,210023,339
326,6188800,6398155,209355,338
327,6196736,6407643,210907,340
328,6207488,6417047,209559,337
329,6215168,6426367,211199,339
330,6225664,6435603,209939,337
331,6233344,6444755,211411,339
332,6243584,6453823,210239,336
333,6251008,6462806,211798,338
334,6260736,6471705,210969,336
335,6268928,6480519,211591,337
336,6277632,6489249,211617,337
337,6286336,6497893,211557,336
338,6294528,6506453,211925,336
339,6302976,6514927,211951,336
340,6311168,6523317,212149,336
341,6319360,6531621,212261,335
342,6327040,6539839,212799,336
343,6336000,6547972,211972,334
344,6342912,6556020,213108,335
345,6351616,6563982,212366,334
346,6358784,6571858,213074,335
347,6366720,6579648,212928,334
348,6374144,6587352,213208,334
349,6381824,6594970,213146,333
350,6388992,6602502,213510,334
351,6396928,6609948,213020,333
352,6403328,6617307,213979,334
353,6411776,6624579,212803,331
354,6416896,6631766,214870,334
355,6426368,6638865,212497,330
356,6430976,6645878,214902,333
357,6439680,6652804,213124,330
358,6445056,6659643,214587,332
359,6452480,6666395,213915,331
360,6459136,6673059,213923,331
361,6465280,6679637,214357,331
362,6471936,6686128,214192,330
363,6478336,6692531,214195,330
364,6484224,6698846,214622,330
365,6490880,6705075,214195,329
366,6496768,6711215,214447,330
367,6502400,6717268,214868,330
368,6509312,6723234,213922,328
369,6514176,6729111,214935,329
370,6520320,6734901,214581,329
371,6525952,6740602,214650,328
372,6531584,6746216,214632,328
373,6536960,6751741,214781,328
374,6542848,6757179,214331,327
375,6547200,6762528,215328,327
376,6553856,6767789,213933,326
377,6557440,6772962,215522,326
378,6564096,6778046,213950,325
379,6567680,6783041,215361,326
380,6573568,6787949,214381,326
381,6577920,6792767,214847,326
382,6583296,6797497,214201,325
383,6586624,6802138,215514,324
384,6592768,6806691,213923,324
385,6595840,6811155,215315,324
386,6601728,6815529,213801,323
387,6604544,6819815,215271,324
388,6609664,6824012,214348,324
389,6613504,6828120,214616,324
390,6617600,6832139,214539,324
391,6622208,6836068,213860,322
392,6624512,6839909,215397,323
393,6630144,6843660,213516,322
394,6632192,6847322,215130,323
395,6637312,6850895,213583,321
396,6639616,6854378,214762,323
397,6643968,6857772,213804,321
398,6647040,6861077,214037,322
399,6649856,6864292,214436,322
400,6654208,6867417,213209,320
401,6655488,6870453,214965,322
402,6660608,6873400,212792,319
403,6661888,6876257,214369,321
404,6665984,6879024,213040,319
405,6667776,6881701,213925,320
406,6670848,6884289,213441,319
407,6673664,6886787,213123,319
408,6675456,6889196,213740,320
409,6679040,6891514,212474,318
410,6680320,6893743,213423,319
411,6682624,6895882,213258,319
412,6685952,6897931,211979,317
413,6686208,6899891,213683,319
414,6690048,6901760,211712,316
415,6690304,6903539,213235,318
416,6693632,6905229,211597,316
417,6693632,6906828,213196,318
418,6697472,6908338,210866,314
419,6696448,6909758,213310,318
420,6700544,6911087,210543,314
421,6699264,6912327,213063,318
422,6703360,6913476,210116,313
423,6701824,6914536,212712,317
424,6705152,6915505,210353,313
425,6704640,6916385,211745,315
426,6706432,6917174,210742,314
427,6707200,6917874,210674,314
428,6707456,6918483,211027,314
429,6709248,6919002,209754,312
430,6708224,6919431,211207,314
431,6710528,6919771,209243,311
432,6709248,6920020,210772,314
433,6711040,6920179,209139,311
434,6710272,6920248,209976,312
435,6711040,6920227,209187,311
436,6710528,6920116,209588,312
437,6711296,6919914,208618,310
438,6710528,6919623,209095,311
439,6710784,6919242,208458,310
440,6710272,6918771,208499,310
441,6709760,6918210,208450,310
442,6709760,6917558,207798,309
443,6708736,6916817,208081,310
444,6708736,6915986,207250,308
445,6707456,6915065,207609,309
446,6706688,6914054,207366,309
447,6706176,6912953,206777,308
448,6704896,6911763,206867,308
449,6704128,6910482,206354,307
450,6702592,6909112,206520,308
451,6701824,6907651,205827,307
452,6699776,6906101,206325,307
453,6699520,6904462,204942,305
454,6696704,6902732,206028,307
455,6696448,6900913,204465,305
456,6693632,6899004,205372,306
457,6692608,6897006,204398,305
458,6690560,6894917,204357,305
459,6688512,6892740,204228,305
460,6686976,6890473,203497,304
461,6683904,6888116,204212,305
462,6682624,6885670,203046,303
463,6680320,6883134,202814,303
464,6677248,6880509,203261,304
465,6675968,6877794,201826,302
466,6671872,6874991,203119,304
467,6670592,6872098,201506,302
468,6667520,6869116,201596,302
469,6664192,6866044,201852,302
470,6662400,6862884,200484,300
471,6658048,6859634,201586,302
472,6656256,6856296,200040,300
473,6652416,6852868,200452,301
474,6649344,6849351,200007,300
475,6646272,6845746,199474,300
476,6642432,6842052,199620,300
477,6639360,6838269,198909,299
478,6635776,6834397,198621,299
479,6631424,6830437,199013,300
480,6629376,6826388,197012,297
481,6623232,6822250,199018,300
482,6621440,6818024,196584,296
483,6616320,6813710,197390,298
484,6611968,6809307,197339,298
485,6609152,6804816,195664,296
486,6603264,6800236,196972,298
487,6599936,6795569,195633,296
488,6595840,6790813,194973,295
489,6589952,6785970,196018,297
490,6586880,6781038,194158,294
491,6580992,6776019,195027,296
492,6577152,6770912,193760,294
493,6571776,6765717,193941,295
494,6566912,6760434,193522,294
495,6562048,6755064,193016,294
496,6556672,6749606,192934,294
497,6552064,6744061,191997,293
498,6545664,6738428,192764,294
499,6542080,6732708,190628,291
500,6534400,6726901,192501,294
501,6531072,6721007,189935,290
502,6523904,6715026,191122,292
503,6518784,6708958,190174,291
504,6513152,6702803,189651,291
505,6506752,6696562,189810,291
506,6501632,6690233,188601,290
507,6494720,6683818,189098,291
508,6489088,6677317,188229,290
509,6483200,6670729,187529,289
510,6475776,6664055,188279,290
511,6470912,6657294,186382,288
512,6462720,6650448,187728,290
513,6458112,6643515,185403,287
514,6449920,6636497,186577,289
515,6444288,6629393,185105,287
516,6436608,6622203,185595,288
517,6429952,6614927,184975,287
518,6423808,6607566,183758,286
519,6415616,6600119,184503,287
520,6409472,6592587,183115,285
521,6401536,6584970,183434,286
522,6394624,6577268,182644,285
523,6387200,6569480,182280,285
524,6379520,6561608,182088,285
525,6372608,6553651,181043,284
526,6363904,6545610,181706,285
527,6357760,6537484,179724,282
528,6348288,6529273,180985,285
529,6341632,6520978,179346,282
530,6332928,6512599,179671,283
531,6325504,6504136,178632,282
532,6317056,6495589,178533,282
533,6308608,6486957,178349,282
534,6300928,6478243,177315,281
535,6292480,6469444,176964,281
536,6283520,6460562,177042,281
537,6275584,6451597,176013,280
538,6266368,6442548,176180,281
539,6258176,6433417,175241,280
540,6249472,6424202,174730,279
541,6240256,6414905,174649,279
542,6231552,6405524,173972,279
543,6222336,6396061,173725,279
544,6213632,6386516,172884,278
545,6204160,6376888,172728,278
546,6194944,6367178,172234,278
547,6185984,6357386,171402,277
548,6175744,6347512,171768,278
549,6167040,6337556,170516,276
550,6157312,6327519,170207,276
551,6147328,6317400,170072,276
552,6138112,6307200,169088,275
553,6127616,6296918,169302,276
554,6118400,6286555,168155,274
555,6108160,6276112,167952,274
556,6097920,6265587,167667,274
557,6088448,6254982,166534,273
558,6077184,6244296,167112,274
559,6068224,6233530,165306,272
560,6056448,6222684,166236,274
561,6047232,6211757,164525,272
562,6035968,6200751,164783,273
563,6025728,6189665,163937,272
564,6014720,6178499,163779,272
565,6004480,6167254,162774,271
566,5992960,6155929,162969,271
567,5982976,6144525,161549,270
568,5970944,6133042,162098,271
569,5960448,6121481,161033,270
570,5949440,6109840,160400,269
571,5937920,6098121,160201,269
572,5926912,6086324,159412,268
573,5915136,6074449,159313,269
574,5904128,6062495,158367,268
575,5892352,6050464,158112,268
576,5880576,6038355,157779,268
577,5869568,6026168,156600,266
578,5856768,6013904,157136,268
579,5846016,6001562,155546,266
580,5833728,5989144,155416,266
581,5821184,5976649,155465,267
582,5810176,5964077,153901,264
583,5796864,5951428,154564,266
584,5785856,5938703,152847,264
585,5772288,5925902,153614,266
586,5761536,5913025,151489,262
587,5747200,5900084,152884,266
588,5736704,5887059,150355,262
589,5722624,5873946,151322,264
590,5710336,5860754,150418,263
591,5698048,5847491,149443,262
592,5684736,5834164,149428,262
593,5672192,5820772,148580,261
594,5659392,5807293,147901,261
595,5645568,5793740,148172,262
596,5633280,5780112,146832,260
597,5619968,5766411,146443,260
598,5606400,5752635,146235,260
599,5593600,5738786,145186,259
600,5579520,5724864,145344,260
601,5566720,5710868,144148,258
602,5552896,5696799,143903,259
603,5539328,5682658,143330,258
604,5525504,5668443,142939,258
605,5512192,5654156,141964,257
606,5497600,5639797,142197,258
607,5484800,5625366,140566,256
608,5469696,5610862,141166,258
609,5456640,5596287,139647,255
610,5441792,5581641,139849,256
611,5427968,5566923,138955,255
612,5413888,5552134,138246,255
613,5399040,5537274,138234,256
614,5385216,5522343,137127,254
615,5370624,5507342,136718,254
616,5355776,5492270,136494,254
617,5341696,5477129,135433,253
618,5326848,5461917,135069,253
619,5311488,5446636,135148,254
620,5297920,5431285,133365,251
621,5281792,5415865,134073,253
622,5267968,5400376,132408,251
623,5252096,5384818,132722,252
624,5237504,5369192,131688,251
625,5222144,5353496,131352,251
626,5207296,5337733,130437,250
627,5191424,5321902,130478,251
628,5176832,5306003,129171,249
629,5160704,5290036,129332,250
630,5145344,5274002,128658,250
631,5130496,5257901,127405,248
632,5114112,5241732,127620,249
633,5099008,5225497,126489,248
634,5082880,5209196,126316,248
635,5067008,5192828,125820,248
636,5051136,5176395,125259,247
637,5035776,5159895,124119,246
638,5019136,5143330,124194,247
639,5003520,5126699,123179,246
640,4986880,5110003,123123,246
641,4971264,5093243,121979,245
642,4954112,5076417,122305,246
643,4939264,5059527,120263,243
644,4921088,5042573,121485,246
645,4906496,5025555,119059,242
646,4887808,5008473,120665,246
647,4873728,4991328,117600,241
648,4854528,4974119,119591,246
649,4840192,4956847,116655,241
650,4821760,4939512,117752,244
651,4805376,4922115,116739,242
652,4788992,4904655,115663,241
653,4771072,4887133,116061,243
654,4755200,4869549,114349,240
655,4737280,4851903,114623,241
656,4720384,4834196,113812,241
657,4703232,4816428,113196,240
658,4686080,4798599,112519,240
659,4668160,4780709,112549,241
660,4652032,4762758,110726,238
661,4632832,4744747,111915,241
662,4616960,4726677,109717,237
663,4598528,4708546,110018,239
664,4581120,4690356,109236,238
665,4563456,4672107,108651,238
666,4545536,4653799,108263,238
667,4527872,4635431,107559,237
668,4509952,4617006,107054,237
669,4492288,4598522,106234,236
670,4474112,4579980,105868,236
671,4455936,4561380,105444,236
672,4438272,4542723,104451,235
673,4419328,4524008,104680,236
674,4402176,4505237,103061,234
675,4382976,4486409,103433,235
676,4365312,4467524,102212,234
677,4346368,4448583,102215,235
678,4328704,4429585,100881,233
679,4309248,4410532,101284,235
680,4291584,4391424,99840,232
681,4272384,4372260,99876,233
682,4253696,4353042,99346,233
683,4236032,4333768,97736,230
684,4215552,4314440,98888,234
685,4198400,4295058,96658,230
686,4178176,4275622,97446,233
687,4160256,4256133,95877,230
688,4140544,4236589,96045,231
689,4122112,4216993,94881,230
690,4102400,4197344,94944,231
691,4083968,4177642,93674,229
692,4064256,4157888,93632,230
693,4044800,4138082,93282,230
694,4026112,4118223,92111,228
695,4006400,4098314,91914,229
696,3987200,4078353,91153,228
697,3967744,4058340,90596,228
698,3947776,4038278,90502,229
699,3928576,4018164,89588,228
700,3909120,3998001,88881,227
701,3888896,3977787,88891,228
702,3870208,3957524,87316,225
703,3849472,3937211,87739,227
704,3829760,3916849,87089,227
705,3810560,3896439,85879,225
706,3789824,3875979,86155,227
707,3770368,3855472,85104,225
708,3750656,3834916,84260,224
709,3729664,3814312,84648,226
710,3710208,3793662,83454,224
711,3689984,3772963,82979,224
712,3669760,3752218,82458,224
713,3649280,3731426,82146,225
714,3629568,3710588,81020,223
715,3608064,3689704,81640,226
716,3589120,3668774,79654,221
717,3567616,3647798,80182,224
718,3547648,3626777,79129,223
719,3527168,3605711,78543,222
720,3505920,3584601,78681,224
721,3486464,3563446,76982,220
722,3464448,3542246,77798,224
723,3444992,3521003,76011,220
724,3423232,3499717,76485,223
725,3403264,3478387,75123,220
726,3381504,3457014,75510,223
727,3361792,3435598,73806,219
728,3339520,3414140,74620,223
729,3319808,3392640,72832,219
730,3298048,3371098,73050,221
731,3276800,3349514,72714,221
732,3256832,3327890,71058,218
733,3234048,3306224,72176,223
734,3214592,3284517,69925,217
735,3191808,3262770,70962,222
736,3171584,3240983,69399,218
737,3150080,3219156,69076,219
738,3128064,3197290,69226,221
739,3107840,3175384,67544,217
740,3085056,3153439,68383,221
741,3064832,3131456,66624,217
742,3042560,3109434,66874,219
743,3021056,3087374,66318,219
744,2999808,3065277,65469,218
745,2977792,3043142,65350,219
746,2956800,3020970,64170,217
747,2934016,2998761,64745,220
748,2913536,2976515,62979,216
749,2890240,2954233,63993,221
750,2870272,2931915,61643,214
751,2846720,2909561,62841,220
752,2825728,2887172,61444,217
753,2803968,2864748,60780,216
754,2780672,2842289,61617,221
755,2760960,2819796,58836,213
756,2736384,2797268,60884,222
757,2716416,2774706,58290,214
758,2692864,2752111,59247,220
759,2671616,2729483,57867,216
760,2648832,2706821,57989,218
761,2627072,2684127,57055,217
762,2604288,2661400,57112,219
763,2582528,2638642,56114,217
764,2560256,2615851,55595,217
765,2537216,2593029,55813,219
766,2515968,2570176,54208,215
767,2491904,2547292,55388,222
768,2471168,2524377,53209,215
769,2447616,2501433,53817,219
770,2425600,2478458,52858,217
771,2403072,2455453,52381,217
772,2379776,2432419,52643,221
773,2358528,2409356,50828,215
774,2334208,2386265,52057,223
775,2313216,2363145,49929,215
776,2289408,2339997,50589,220
777,2267136,2316821,49685,219
778,2244096,2293617,49521,220
779,2221824,2270386,48562,218
780,2198016,2247129,49113,223
781,2176768,2223845,47077,216
782,2152448,2200534,48086,223
783,2130176,2177198,47022,220
784,2107392,2153836,46444,220
785,2083584,2130448,46864,224
786,2062080,2107036,44956,218
787,2037248,2083599,46351,227
788,2016256,2060137,43881,217
789,1991424,2036652,45228,227
790,1969408,2013142,43734,222
791,1945856,1989609,43753,224
792,1922560,1966053,43493,226
793,1900288,1942474,42186,221
794,1875712,1918873,43161,230
795,1854208,1895249,41041,221
796,1828864,1871604,42740,233
797,1808128,1847937,39809,220
798,1782528,1824248,41720,234
799,1760768,1800539,39771,225
800,1736704,1776809,40105,230
801,1713408,1753058,39650,231
802,1690624,1729288,38664,228
803,1666304,1705498,39194,235
804,1643776,1681688,37912,230
805,1619968,1657860,37892,233
806,1596160,1634013,37853,237
807,1573632,1610147,36515,232
808,1548800,1586263,37463,241
809,1526528,1562361,35833,234
810,1502464,1538442,35978,239
811,1478656,1514506,35850,242
812,1455616,1490553,34937,240
813,1431808,1466583,34775,242
814,1408000,1442597,34597,245
815,1384448,1418595,34147,246
816,1361152,1394578,33426,245
817,1336576,1370545,33969,254
818,1314560,1346498,31938,242
819,1288960,1322435,33475,259
820,1266688,1298359,31671,250
821,1242112,1274268,32156,258
822,1218560,1250164,31604,259
823,1195264,1226046,30782,257
824,1170688,1201916,31228,266
825,1147392,1177772,30380,264
826,1124096,1153617,29521,262
827,1098496,1129449,30953,281
828,1077504,1105269,27765,257
829,1050112,1081078,30966,294
830,1029632,1056876,27244,264
831,1003264,1032663,29399,293
832,980992,1008440,27448,279
833,956160,984206,28046,293
834,932608,959963,27355,293
835,908288,935710,27422,301
836,885248,911448,26200,295
837,859904,887177,27273,317
838,837632,862898,25266,301
839,812032,838610,26578,327
840,789248,814314,25066,317
841,764416,790011,25595,334
842,741120,765700,24580,331
843,716544,741383,24839,346
844,692992,717059,24067,347
845,668416,692728,24312,363
846,644864,668392,23528,364
847,620544,644050,23506,378
848,596736,619703,22967,384
849,572416,595350,22934,400
850,548096,570993,22897,417
851,525056,546632,21576,410
852,499456,522266,22810,456
853,476928,497897,20969,439
854,451584,473524,21940,485
855,427776,449148,21372,499
856,404480,424770,20290,501
857,379136,400389,21253,560
858,356096,376006,19910,559
859,331264,351621,20357,614
860,307200,327234,20034,652
861,283648,302847,19199,676
862,258304,278458,20154,780
863,236032,254069,18037,764
864,209664,229680,20016,954
865,187648,205291,17643,940
866,161536,180902,19366,1198
867,139264,156515,17251,1238
868,113408,132128,18720,1650
869,90624,107742,17118,1888
870,65536,83359,17823,2719
871,41728,58977,17249,4133
872,18176,34598,16422,9034
873,-7680,10222,17902,23309
874,-29696,-14152,15544,5234
875,-55808,-38522,17286,3097
876,-78080,-62889,15191,1945
877,-103936,-87251,16685,1605
878,-126976,-111609,15367,1210
879,-152064,-135963,16101,1058
880,-175104,-160312,14792,844
881,-200192,-184655,15537,776
882,-223488,-208993,14495,648
883,-248832,-233325,15507,623
884,-271360,-257651,13709,505
885,-297216,-281970,15246,512
886,-320000,-306283,13717,428
887,-344576,-330588,13988,405
888,-369152,-354886,14266,386
889,-392448,-379176,13272,338
890,-417280,-403458,13822,331
891,-440832,-427731,13101,297
892,-465408,-451996,13412,288
893,-489216,-476251,12965,265
894,-513536,-500497,13039,253
895,-537088,-524734,12354,230
896,-561920,-548960,12960,230
897,-585216,-573176,12040,205
898,-610304,-597381,12923,211
899,-633088,-621576,11512,181
900,-658176,-645759,12417,188
901,-681472,-669930,11542,169
902,-706048,-694090,11958,169
903,-729856,-718237,11619,159
904,-753920,-742372,11548,153
905,-777728,-766493,11235,144
906,-802048,-790602,11446,142
907,-825600,-814697,10903,132
908,-850176,-838778,11398,134
909,-873216,-862845,10371,118
910,-898304,-886898,11406,126
911,-921344,-910935,10409,112
912,-945664,-934958,10706,113
913,-969728,-958931,10797,111
914,-993024,-982889,10135,102
915,-1017344,-1006830,10514,103
916,-1041408,-1030755,10653,102
917,-1064704,-1054664,10040,94
918,-1089024,-1078555,10469,96
919,-1112832,-1102430,10402,93
920,-1136128,-1126286,9842,86
921,-1160448,-1150125,10323,88
922,-1184000,-1173945,10055,84
923,-1208064,-1197747,10317,85
924,-1231104,-1221530,9574,77
925,-1255936,-1245294,10642,84
926,-1278464,-1269039,9425,73
927,-1303040,-1292764,10276,78
928,-1326592,-1316468,10124,76
929,-1349888,-1340153,9735,72
930,-1373952,-1363816,10136,73
931,-1397504,-1387459,10045,71
932,-1420544,-1411080,9464,66
933,-1445120,-1434680,10440,72
934,-1467904,-1458257,9647,65
935,-1491968,-1481813,10155,68
936,-1515520,-1505346,10174,67
937,-1538560,-1528856,9704,63
938,-1562368,-1552343,10025,64
939,-1585920,-1575807,10113,63
