0,-3
1,-4
2,-5
3,-5
4,-4
5,1
6,2
7,-3
8,-1
9,1
10,-2
11,-1
12,-1
13,-2
14,2
15,1
16,-4
17,1
18,3
19,0
20,1
21,1
22,0
23,2
24,5
25,2
26,0
27,1
28,2
29,3
30,3
31,0
32,1
33,4
34,3
35,0
36,0
37,1
38,2
39,1
40,-1
41,2
42,2
43,0
44,2
45,2
46,3
47,3
48,-2
49,-2
50,2
51,2
52,1
53,1
54,1
55,2
56,1
57,-1
58,-1
59,0
60,2
61,1
62,-1
63,1
64,0
65,0
66,3
67,1
68,-1
69,3
70,2
71,0
72,1
73,2
74,2
75,-1
76,0
77,3
78,0
79,0
80,2
81,1
82,2
83,1
84,-1
85,4
86,2
87,-4
88,2
89,3
90,-1
91,2
92,1
93,1
94,4
95,-1
96,-3
97,1
98,2
99,3
100,0
101,-4
102,1
103,2
104,-2
105,1
106,1
107,-2
108,1
109,0
110,-2
111,2
112,1
113,-1
114,3
115,3
116,1
117,3
118,2
119,1
120,3
121,3
122,1
123,1
124,4
125,5
126,0
127,0
128,2
129,-2
130,0
131,4
132,-1
133,1
134,3
135,-5
136,-3
137,3
138,-2
139,-3
140,0
141,-2
142,-4
143,-2
144,1
145,3
146,2
147,1
148,1
149,1
150,1
151,1
152,2
153,2
154,0
155,3
156,2
157,-4
158,-2
159,2
160,-2
161,-2
162,2
163,3
164,1
165,-2
166,1
167,5
168,2
169,1
170,1
171,-1
172,3
173,2
174,1
175,5
176,1
177,-2
178,3
179,2
180,1
181,2
182,0
183,4
184,5
185,0
186,5
187,5
188,1
189,3
190,1
191,1
192,5
193,1
194,0
195,4
196,2
197,3
198,2
199,1
200,5
201,3
202,1
203,4
204,1
205,0
206,2
207,1
208,3
209,3
210,2
211,4
212,2
213,2
214,4
215,0
216,3
217,6
218,2
219,6
220,7
221,1
222,5
223,5
224,1
225,6
226,5
227,4
228,8
229,3
230,4
231,10
232,4
233,4
234,8
235,2
236,3
237,7
238,0
239,2
240,8
241,4
242,2
243,6
244,5
245,2
246,4
247,5
248,2
249,2
250,4
251,5
252,5
253,4
254,4
255,6
256,5
257,3
258,3
259,6
260,5
261,3
262,7
263,5
264,2
265,5
266,5
267,3
268,5
269,4
270,4
271,6
272,3
273,4
274,7
275,2
276,1
277,5
278,3
279,4
280,4
281,1
282,6
283,7
284,2
285,4
286,5
287,3
288,5
289,8
290,3
291,0
292,5
293,8
294,3
295,4
296,7
297,4
298,5
299,7
300,3
301,3
302,6
303,3
304,4
305,6
306,4
307,4
308,4
309,2
310,4
311,5
312,4
313,3
314,4
315,3
316,1
317,3
318,6
319,3
320,3
321,7
322,6
323,2
324,1
325,6
326,8
327,4
328,2
329,5
330,3
331,4
332,5
333,2
334,5
335,6
336,1
337,5
338,6
339,0
340,2
341,4
342,1
343,3
344,4
345,2
346,2
347,2
348,2
349,4
350,4
351,2
352,1
353,2
354,6
355,5
356,1
357,3
358,4
359,2
360,4
361,5
362,1
363,2
364,8
365,6
366,2
367,5
368,6
369,6
370,7
371,5
372,6
373,9
374,7
375,8
376,10
377,6
378,6
379,11
380,8
381,6
382,11
383,12
384,8
385,7
386,8
387,11
388,9
389,8
390,10
391,8
392,6
393,8
394,7
395,8
396,13
397,7
398,5
399,9
400,7
401,9
402,12
403,7
404,9
405,10
406,5
407,10
408,12
409,7
410,11
411,8
412,2
413,9
414,9
415,4
416,10
417,8
418,5
419,9
420,6
421,5
422,8
423,5
424,7
425,9
426,6
427,8
428,7
429,5
430,12
431,7
432,1
433,7
434,7
435,7
436,9
437,4
438,4
439,9
440,6
441,4
442,6
443,4
444,4
445,6
446,5
447,6
448,6
449,4
450,4
451,5
452,6
453,5
454,4
455,2
456,3
457,6
458,5
459,4
460,6
461,4
462,3
463,4
464,3
465,5
466,6
467,2
468,3
469,5
470,3
471,4
472,4
473,2
474,5
475,5
476,2
477,3
478,4
479,4
480,5
481,2
482,4
483,7
484,3
485,2
486,5
487,4
488,3
489,3
490,5
491,6
492,2
493,1
494,6
495,6
496,3
497,5
498,4
499,3
500,2
501,1
502,3
503,3
504,1
505,2
506,1
507,0
508,1
509,1
510,0
511,-1
512,-1
513,1
514,1
515,-2
516,0
517,1
518,0
519,3
520,2
521,-1
522,1
523,-1
524,-1
525,1
526,-2
527,-3
528,1
529,-2
530,-2
531,3
532,1
533,-1
534,1
535,-2
536,-2
537,1
538,2
539,1
540,-1
541,-1
542,0
543,-1
544,1
545,-1
546,-3
547,1
548,-2
549,-5
550,0
551,-2
552,-4
553,-1
554,-3
555,-3
556,-1
557,-5
558,-2
559,1
560,-4
561,-1
562,-2
563,-10
564,-4
565,0
566,-2
567,-2
568,-6
569,-5
570,3
571,-3
572,-7
573,0
574,1
575,-3
576,-2
577,-1
578,-3
579,-4
580,-1
581,1
582,-4
583,-4
584,-1
585,0
586,0
587,-4
588,-5
589,0
590,-1
591,-3
592,-2
593,-4
594,-2
595,-1
596,-6
597,-4
598,-1
599,-4
600,-3
601,-4
602,-6
603,-4
604,-5
605,-4
606,-2
607,-7
608,-5
609,1
610,-1
611,1
612,3
613,-2
614,-3
615,-1
616,0
617,1
618,-2
619,-4
620,-1
621,0
622,0
623,-2
624,-1
625,1
626,-3
627,-3
628,1
629,-3
630,-3
631,4
632,-1
633,-3
634,-2
635,-5
636,-2
637,-1
638,-7
639,-3
640,-1
641,-6
642,-3
643,-3
644,-4
645,-1
646,-4
647,-6
648,-3
649,-5
650,-3
651,-1
652,-5
653,0
654,2
655,-4
656,-6
657,-3
658,-2
659,-4
660,-6
661,-1
662,-1
663,-7
664,-3
665,-2
666,-6
667,-2
668,-3
669,-6
670,0
671,-3
672,-6
673,0
674,-3
675,-5
676,2
677,-2
678,-6
679,-2
680,-3
681,-4
682,-3
683,-4
684,0
685,0
686,-6
687,-4
688,1
689,-1
690,-4
691,-6
692,-4
693,0
694,0
695,-4
696,-4
697,-2
698,-1
699,-2
700,-3
701,-1
702,-2
703,-2
704,-3
705,-3
706,-1
707,-4
708,-4
709,-2
710,-4
711,-3
712,1
713,-4
714,-4
715,2
716,-4
717,-6
718,-1
719,-3
720,-4
721,-2
722,-3
723,-2
724,-2
725,-6
726,-5
727,-4
728,-1
729,3
730,-1
731,-6
732,-2
733,-1
734,-4
735,-3
736,0
737,0
738,-2
739,-2
740,2
741,2
742,-2
743,1
744,2
745,1
746,2
747,1
748,2
749,3
750,-1
751,-1
752,4
753,2
754,2
755,3
756,0
757,1
758,4
759,0
760,0
761,2
762,-2
763,1
764,3
765,-1
766,1
767,2
768,0
769,2
770,3
771,2
772,2
773,1
774,1
775,3
776,2
777,3
778,4
779,1
780,1
781,4
782,2
783,-1
784,0
785,2
786,2
787,3
788,3
789,1
790,2
791,3
792,1
793,1
794,1
795,1
796,4
797,4
798,1
799,2
800,2
801,2
802,2
803,-1
804,0
805,5
806,2
807,1
808,4
809,1
810,1
811,3
812,1
813,3
814,2
815,-2
816,3
817,5
818,0
819,2
820,4
821,2
822,1
823,3
824,5
825,4
826,1
827,3
828,2
829,1
830,5
831,3
832,-3
833,3
834,5
835,2
836,4
837,3
838,-1
839,1
840,1
841,2
842,2
843,-1
844,4
845,6
846,1
847,2
848,5
849,3
850,2
851,4
852,7
853,6
854,3
855,4
856,4
857,2
858,5
859,5
860,-1
861,3
862,5
863,0
864,1
865,0
866,-2
867,4
868,3
869,-5
870,-3
871,2
872,4
873,0
874,-2
875,2
876,1
877,-2
878,2
879,2
880,-2
881,1
882,2
883,1
884,2
885,2
886,1
887,-1
888,-2
889,2
890,1
891,-1
892,1
893,-1
894,-1
895,4
896,2
897,-3
898,0
899,0
900,0
901,2
902,2
903,3
904,2
905,0
906,0
907,-1
908,-5
909,-5
910,-3
