Index,Date, Dcount ,Close, Delta 
HSI,40618,543,2.27E+04,1.00E-03
CAC,40584,543,4.10E+03,1.10E-03
AUX,40581,543,1.35E+03,2.40E-03
DAX,40592,543,7.43E+03,2.90E-03
GSPC,40602,543,1.33E+03,5.60E-03
DJI,40602,543,1.22E+04,7.90E-03
FTSE,40581,543,6.05E+03,8.90E-03
N225,40627,543,9.54E+03,1.07E-02
HSI,40619,544,2.23E+04,-1.83E-02
IXIC,40603,544,2.74E+03,-1.61E-02
GSPC,40603,544,1.31E+03,-1.57E-02
DAX,40595,544,7.32E+03,-1.41E-02
DJI,40603,544,1.21E+04,-1.38E-02
N225,40630,544,9.48E+03,-6.00E-03
SSE,40632,544,2.96E+03,-8.00E-04
CAC,40585,544,4.10E+03,1.50E-03
FTSE,40582,544,6.09E+03,6.70E-03
AUX,40582,544,1.36E+03,8.80E-03
SSE,40633,545,2.93E+03,-9.40E-03
FTSE,40583,545,6.05E+03,-6.40E-03
N225,40631,545,9.46E+03,-2.10E-03
CAC,40588,545,4.10E+03,-1.10E-03
DAX,40596,545,7.32E+03,-5.00E-04
AUX,40583,545,1.36E+03,-3.00E-04
DJI,40604,545,1.21E+04,7.00E-04
HSI,40620,545,2.23E+04,7.00E-04
GSPC,40604,545,1.31E+03,1.60E-03
IXIC,40604,545,2.75E+03,3.90E-03
DAX,40597,546,7.19E+03,-1.69E-02
FTSE,40584,546,6.02E+03,-5.30E-03
AUX,40584,546,1.36E+03,-1.00E-04
CAC,40589,546,4.11E+03,3.30E-03
SSE,40634,546,2.97E+03,1.34E-02
DJI,40605,546,1.23E+04,1.59E-02
GSPC,40605,546,1.33E+03,1.72E-02
HSI,40623,546,2.27E+04,1.73E-02
IXIC,40605,546,2.80E+03,1.84E-02
N225,40632,546,9.71E+03,2.64E-02
DAX,40598,547,7.13E+03,-8.90E-03
GSPC,40606,547,1.32E+03,-7.40E-03
DJI,40606,547,1.22E+04,-7.20E-03
AUX,40585,547,1.36E+03,-5.00E-03
IXIC,40606,547,2.78E+03,-5.00E-03
N225,40633,547,9.76E+03,4.80E-03
FTSE,40585,547,6.06E+03,7.10E-03
HSI,40624,547,2.29E+04,7.60E-03
CAC,40590,547,4.15E+03,1.00E-02
SSE,40639,547,3.00E+03,1.14E-02
IXIC,40609,548,2.75E+03,-1.40E-02
GSPC,40609,548,1.31E+03,-8.30E-03
DJI,40609,548,1.21E+04,-6.60E-03
N225,40634,548,9.71E+03,-4.80E-03
HSI,40625,548,2.28E+04,-1.40E-03
FTSE,40588,548,6.06E+03,-5.00E-04
CAC,40591,548,4.15E+03,3.00E-04
SSE,40640,548,3.01E+03,2.20E-03
AUX,40588,548,1.36E+03,3.50E-03
DAX,40599,548,7.19E+03,7.70E-03
FTSE,40589,549,6.04E+03,-3.80E-03
N225,40637,549,9.72E+03,1.10E-03
CAC,40592,549,4.16E+03,1.20E-03
HSI,40626,549,2.29E+04,3.90E-03
IXIC,40610,549,2.77E+03,7.30E-03
SSE,40641,549,3.03E+03,7.40E-03
GSPC,40610,549,1.32E+03,8.90E-03
AUX,40589,549,1.37E+03,9.10E-03
DJI,40610,549,1.22E+04,1.03E-02
DAX,40602,549,7.27E+03,1.21E-02
CAC,40595,550,4.10E+03,-1.44E-02
N225,40638,550,9.62E+03,-1.06E-02
DAX,40603,550,7.22E+03,-6.70E-03
IXIC,40611,550,2.75E+03,-5.10E-03
SSE,40644,550,3.02E+03,-2.40E-03
GSPC,40611,550,1.32E+03,-1.40E-03
DJI,40611,550,1.22E+04,-1.00E-04
AUX,40590,550,1.38E+03,1.50E-03
FTSE,40590,550,6.09E+03,8.00E-03
HSI,40627,550,2.32E+04,1.06E-02
GSPC,40612,551,1.30E+03,-1.89E-02
DJI,40612,551,1.20E+04,-1.87E-02
IXIC,40612,551,2.70E+03,-1.84E-02
CAC,40596,551,4.05E+03,-1.15E-02
DAX,40604,551,7.18E+03,-5.80E-03
HSI,40630,551,2.31E+04,-3.90E-03
N225,40639,551,9.58E+03,-3.20E-03
SSE,40645,551,3.02E+03,-5.00E-04
FTSE,40591,551,6.09E+03,3.00E-04
AUX,40591,551,1.39E+03,6.70E-03
CAC,40597,552,4.01E+03,-9.20E-03
FTSE,40592,552,6.08E+03,-7.00E-04
HSI,40631,552,2.31E+04,-3.00E-04
N225,40640,552,9.59E+03,7.00E-04
AUX,40592,552,1.39E+03,3.80E-03
DJI,40613,552,1.20E+04,5.00E-03
IXIC,40613,552,2.72E+03,5.40E-03
DAX,40605,552,7.23E+03,6.20E-03
GSPC,40613,552,1.30E+03,7.10E-03
SSE,40646,552,3.05E+03,9.60E-03
FTSE,40595,553,6.01E+03,-1.12E-02
DAX,40606,553,7.18E+03,-6.50E-03
GSPC,40616,553,1.30E+03,-6.00E-03
IXIC,40616,553,2.70E+03,-5.40E-03
DJI,40616,553,1.20E+04,-4.30E-03
SSE,40647,553,3.04E+03,-2.50E-03
CAC,40598,553,4.01E+03,-9.00E-04
AUX,40595,553,1.41E+03,1.16E-02
HSI,40632,553,2.35E+04,1.70E-02
N225,40641,553,9.77E+03,1.85E-02
IXIC,40617,554,2.67E+03,-1.25E-02
DJI,40617,554,1.19E+04,-1.15E-02
GSPC,40617,554,1.28E+03,-1.12E-02
AUX,40596,554,1.40E+03,-5.50E-03
N225,40644,554,9.72E+03,-5.00E-03
FTSE,40596,554,6.00E+03,-3.00E-03
DAX,40609,554,7.16E+03,-2.40E-03
SSE,40648,554,3.05E+03,2.60E-03
HSI,40633,554,2.35E+04,3.20E-03
CAC,40599,554,4.07E+03,1.51E-02
DJI,40618,555,1.16E+04,-2.04E-02
GSPC,40618,555,1.26E+03,-1.95E-02
IXIC,40618,555,2.62E+03,-1.89E-02
N225,40645,555,9.56E+03,-1.69E-02
FTSE,40597,555,5.92E+03,-1.22E-02
DAX,40610,555,7.16E+03,4.00E-04
SSE,40651,555,3.06E+03,2.20E-03
AUX,40597,555,1.41E+03,9.00E-03
CAC,40602,555,4.11E+03,9.80E-03
HSI,40634,555,2.38E+04,1.17E-02
SSE,40652,556,3.00E+03,-1.91E-02
CAC,40603,556,4.07E+03,-1.05E-02
AUX,40598,556,1.40E+03,-6.60E-03
DAX,40611,556,7.13E+03,-4.60E-03
FTSE,40598,556,5.92E+03,-6.00E-04
IXIC,40619,556,2.64E+03,7.30E-03
N225,40646,556,9.64E+03,9.00E-03
GSPC,40619,556,1.27E+03,1.34E-02
DJI,40619,556,1.18E+04,1.39E-02
HSI,40637,556,2.42E+04,1.46E-02
DAX,40612,557,7.06E+03,-9.60E-03
CAC,40604,557,4.03E+03,-8.10E-03
N225,40647,557,9.65E+03,1.30E-03
SSE,40653,557,3.01E+03,2.70E-03
IXIC,40620,557,2.64E+03,2.90E-03
GSPC,40620,557,1.28E+03,4.30E-03
HSI,40639,557,2.43E+04,5.60E-03
AUX,40599,557,1.41E+03,5.70E-03
DJI,40620,557,1.19E+04,7.10E-03
FTSE,40599,557,6.00E+03,1.37E-02
DAX,40613,558,6.98E+03,-1.16E-02
N225,40648,558,9.59E+03,-6.50E-03
FTSE,40602,558,5.99E+03,-1.20E-03
HSI,40640,558,2.43E+04,-1.00E-04
AUX,40602,558,1.41E+03,4.00E-04
SSE,40654,558,3.03E+03,6.50E-03
CAC,40605,558,4.06E+03,6.60E-03
GSPC,40623,558,1.30E+03,1.50E-02
DJI,40623,558,1.20E+04,1.50E-02
IXIC,40623,558,2.69E+03,1.83E-02
DAX,40616,559,6.87E+03,-1.65E-02
CAC,40606,559,4.02E+03,-1.00E-02
FTSE,40603,559,5.94E+03,-9.70E-03
SSE,40655,559,3.01E+03,-5.30E-03
GSPC,40624,559,1.29E+03,-3.60E-03
N225,40651,559,9.56E+03,-3.60E-03
IXIC,40624,559,2.68E+03,-3.10E-03
DJI,40624,559,1.20E+04,-1.50E-03
HSI,40641,559,2.44E+04,4.70E-03
AUX,40603,559,1.43E+03,1.56E-02
DAX,40617,560,6.65E+03,-3.19E-02
SSE,40658,560,2.96E+03,-1.51E-02
N225,40652,560,9.44E+03,-1.21E-02
CAC,40609,560,3.99E+03,-7.40E-03
HSI,40644,560,2.43E+04,-3.80E-03
FTSE,40604,560,5.91E+03,-3.50E-03
AUX,40604,560,1.43E+03,1.00E-03
GSPC,40625,560,1.30E+03,2.90E-03
IXIC,40625,560,2.70E+03,5.40E-03
DJI,40625,560,1.21E+04,5.60E-03
DAX,40618,561,6.51E+03,-2.01E-02
HSI,40645,561,2.40E+04,-1.34E-02
AUX,40605,561,1.42E+03,-1.29E-02
SSE,40659,561,2.94E+03,-8.80E-03
CAC,40610,561,4.02E+03,6.40E-03
DJI,40626,561,1.22E+04,7.00E-03
GSPC,40626,561,1.31E+03,9.30E-03
IXIC,40626,561,2.74E+03,1.41E-02
FTSE,40605,561,6.01E+03,1.52E-02
N225,40653,561,9.61E+03,1.76E-02
CAC,40611,562,3.99E+03,-5.50E-03
SSE,40660,562,2.93E+03,-4.60E-03
FTSE,40606,562,5.99E+03,-2.40E-03
IXIC,40627,562,2.74E+03,2.40E-03
GSPC,40627,562,1.31E+03,3.20E-03
DJI,40627,562,1.22E+04,4.10E-03
HSI,40646,562,2.41E+04,6.60E-03
N225,40654,562,9.69E+03,8.20E-03
AUX,40606,562,1.43E+03,1.09E-02
DAX,40619,562,6.66E+03,2.20E-02
SSE,40661,563,2.89E+03,-1.31E-02
CAC,40612,563,3.96E+03,-7.50E-03
HSI,40647,563,2.40E+04,-5.00E-03
IXIC,40630,563,2.73E+03,-4.50E-03
FTSE,40609,563,5.97E+03,-2.80E-03
GSPC,40630,563,1.31E+03,-2.70E-03
DJI,40630,563,1.22E+04,-1.90E-03
N225,40655,563,9.68E+03,-4.00E-04
AUX,40609,563,1.43E+03,1.00E-04
DAX,40620,563,6.66E+03,1.10E-03
CAC,40613,564,3.93E+03,-8.90E-03
AUX,40610,564,1.43E+03,-1.70E-03
N225,40658,564,9.67E+03,-1.10E-03
HSI,40648,564,2.40E+04,-2.00E-04
FTSE,40610,564,5.97E+03,2.00E-04
DJI,40631,564,1.23E+04,6.70E-03
GSPC,40631,564,1.32E+03,7.10E-03
SSE,40662,564,2.91E+03,8.50E-03
IXIC,40631,564,2.76E+03,9.60E-03
DAX,40623,564,6.82E+03,2.28E-02
CAC,40616,565,3.88E+03,-1.29E-02
N225,40659,565,9.56E+03,-1.17E-02
HSI,40651,565,2.38E+04,-7.40E-03
FTSE,40611,565,5.94E+03,-6.30E-03
DAX,40624,565,6.78E+03,-5.20E-03
AUX,40611,565,1.43E+03,1.60E-03
DJI,40632,565,1.24E+04,5.80E-03
GSPC,40632,565,1.33E+03,6.70E-03
SSE,40666,565,2.93E+03,7.10E-03
IXIC,40632,565,2.78E+03,7.20E-03
CAC,40617,566,3.78E+03,-2.51E-02
SSE,40667,566,2.87E+03,-2.26E-02
FTSE,40612,566,5.85E+03,-1.55E-02
AUX,40612,566,1.41E+03,-1.36E-02
HSI,40652,566,2.35E+04,-1.30E-02
DJI,40633,566,1.23E+04,-2.50E-03
GSPC,40633,566,1.33E+03,-1.80E-03
IXIC,40633,566,2.78E+03,1.50E-03
DAX,40625,566,6.80E+03,3.50E-03
N225,40660,566,9.69E+03,1.39E-02
CAC,40618,567,3.70E+03,-2.23E-02
FTSE,40613,567,5.83E+03,-2.80E-03
SSE,40668,567,2.87E+03,2.20E-03
IXIC,40634,567,2.79E+03,3.10E-03
AUX,40613,567,1.42E+03,4.50E-03
DJI,40634,567,1.24E+04,4.60E-03
GSPC,40634,567,1.33E+03,5.00E-03
HSI,40653,567,2.39E+04,1.60E-02
N225,40661,567,9.85E+03,1.63E-02
DAX,40626,567,6.93E+03,1.90E-02
FTSE,40616,568,5.78E+03,-9.20E-03
SSE,40669,568,2.86E+03,-3.00E-03
IXIC,40637,568,2.79E+03,-1.00E-04
GSPC,40637,568,1.33E+03,3.00E-04
DAX,40627,568,6.95E+03,1.80E-03
DJI,40637,568,1.24E+04,1.90E-03
AUX,40616,568,1.43E+03,5.90E-03
HSI,40654,568,2.41E+04,1.01E-02
N225,40665,568,1.00E+04,1.57E-02
CAC,40619,568,3.79E+03,2.43E-02
AUX,40617,569,1.39E+03,-2.26E-02
N225,40669,569,9.86E+03,-1.45E-02
FTSE,40617,569,5.70E+03,-1.38E-02
HSI,40659,569,2.40E+04,-5.40E-03
DAX,40630,569,6.94E+03,-1.10E-03
DJI,40638,569,1.24E+04,-5.00E-04
GSPC,40638,569,1.33E+03,-2.00E-04
IXIC,40638,569,2.79E+03,7.00E-04
SSE,40672,569,2.87E+03,3.00E-03
CAC,40620,569,3.81E+03,6.30E-03
FTSE,40618,570,5.60E+03,-1.70E-02
N225,40672,570,9.79E+03,-6.60E-03
HSI,40660,570,2.39E+04,-4.80E-03
DAX,40631,570,6.93E+03,-6.00E-04
AUX,40618,570,1.39E+03,-4.00E-04
GSPC,40639,570,1.34E+03,2.20E-03
DJI,40639,570,1.24E+04,2.70E-03
IXIC,40639,570,2.80E+03,3.10E-03
SSE,40673,570,2.89E+03,6.30E-03
CAC,40623,570,3.90E+03,2.47E-02
HSI,40661,571,2.38E+04,-3.70E-03
CAC,40624,571,3.89E+03,-3.00E-03
SSE,40674,571,2.88E+03,-2.50E-03
GSPC,40640,571,1.33E+03,-1.50E-03
DJI,40640,571,1.24E+04,-1.40E-03
IXIC,40640,571,2.80E+03,-1.30E-03
N225,40673,571,9.82E+03,2.50E-03
AUX,40619,571,1.40E+03,7.90E-03
FTSE,40619,571,5.70E+03,1.75E-02
DAX,40632,571,7.06E+03,1.77E-02
SSE,40675,572,2.84E+03,-1.36E-02
IXIC,40641,572,2.78E+03,-5.60E-03
GSPC,40641,572,1.33E+03,-4.00E-03
HSI,40662,572,2.37E+04,-3.60E-03
DJI,40641,572,1.24E+04,-2.40E-03
DAX,40633,572,7.04E+03,-2.20E-03
FTSE,40620,572,5.72E+03,3.90E-03
N225,40674,572,9.86E+03,4.60E-03
CAC,40625,572,3.91E+03,5.40E-03
AUX,40620,572,1.42E+03,1.10E-02
N225,40675,573,9.72E+03,-1.50E-02
HSI,40666,573,2.36E+04,-3.70E-03
IXIC,40644,573,2.77E+03,-3.20E-03
GSPC,40644,573,1.32E+03,-2.80E-03
DJI,40644,573,1.24E+04,1.00E-04
AUX,40623,573,1.43E+03,4.60E-03
SSE,40676,573,2.87E+03,9.50E-03
FTSE,40623,573,5.79E+03,1.19E-02
CAC,40626,573,3.97E+03,1.41E-02
DAX,40634,573,7.18E+03,1.97E-02
HSI,40667,574,2.33E+04,-1.35E-02
IXIC,40645,574,2.74E+03,-9.60E-03
DJI,40645,574,1.23E+04,-9.50E-03
GSPC,40645,574,1.31E+03,-7.80E-03
SSE,40679,574,2.85E+03,-7.60E-03
N225,40676,574,9.65E+03,-7.00E-03
FTSE,40624,574,5.76E+03,-4.00E-03
DAX,40637,574,7.18E+03,-6.00E-04
CAC,40627,574,3.97E+03,9.00E-04
AUX,40624,574,1.43E+03,1.40E-03
N225,40679,575,9.56E+03,-9.40E-03
HSI,40668,575,2.33E+04,-2.30E-03
DAX,40638,575,7.18E+03,0.00E+00
GSPC,40646,575,1.31E+03,2.00E-04
DJI,40646,575,1.23E+04,6.00E-04
CAC,40630,575,3.98E+03,1.20E-03
SSE,40680,575,2.85E+03,1.30E-03
FTSE,40625,575,5.80E+03,5.80E-03
IXIC,40646,575,2.76E+03,6.10E-03
AUX,40625,575,1.44E+03,6.70E-03
HSI,40669,576,2.32E+04,-4.40E-03
AUX,40626,576,1.43E+03,-4.30E-03
IXIC,40647,576,2.76E+03,-5.00E-04
GSPC,40647,576,1.31E+03,1.00E-04
N225,40680,576,9.57E+03,9.00E-04
DJI,40647,576,1.23E+04,1.20E-03
CAC,40631,576,3.99E+03,2.70E-03
DAX,40639,576,7.22E+03,5.50E-03
SSE,40681,576,2.87E+03,7.00E-03
FTSE,40626,576,5.88E+03,1.47E-02
DAX,40640,577,7.18E+03,-5.00E-03
SSE,40682,577,2.86E+03,-4.60E-03
AUX,40627,577,1.43E+03,-1.40E-03
IXIC,40648,577,2.76E+03,1.60E-03
FTSE,40627,577,5.90E+03,3.40E-03
GSPC,40648,577,1.32E+03,3.90E-03
DJI,40648,577,1.23E+04,4.60E-03
HSI,40672,577,2.33E+04,7.60E-03
CAC,40632,577,4.02E+03,9.20E-03
N225,40681,577,9.66E+03,9.90E-03
DJI,40651,578,1.22E+04,-1.14E-02
GSPC,40651,578,1.31E+03,-1.10E-02
IXIC,40651,578,2.74E+03,-1.06E-02
CAC,40633,578,3.99E+03,-8.80E-03
AUX,40630,578,1.42E+03,-6.40E-03
N225,40682,578,9.62E+03,-4.30E-03
HSI,40674,578,2.33E+04,-1.90E-03
SSE,40683,578,2.86E+03,-4.00E-04
FTSE,40630,578,5.90E+03,6.00E-04
DAX,40641,578,7.22E+03,5.30E-03
SSE,40686,579,2.77E+03,-2.93E-02
HSI,40675,579,2.31E+04,-9.40E-03
DAX,40644,579,7.20E+03,-1.70E-03
N225,40683,579,9.61E+03,-1.40E-03
AUX,40631,579,1.42E+03,-1.30E-03
IXIC,40652,579,2.74E+03,3.50E-03
FTSE,40631,579,5.93E+03,4.70E-03
DJI,40652,579,1.23E+04,5.30E-03
GSPC,40652,579,1.31E+03,5.70E-03
CAC,40634,579,4.05E+03,1.64E-02
N225,40686,580,9.46E+03,-1.52E-02
DAX,40645,580,7.10E+03,-1.42E-02
CAC,40637,580,4.04E+03,-2.90E-03
SSE,40687,580,2.77E+03,-2.70E-03
FTSE,40632,580,5.95E+03,2.70E-03
AUX,40632,580,1.42E+03,3.70E-03
HSI,40676,580,2.33E+04,8.80E-03
GSPC,40653,580,1.33E+03,1.35E-02
DJI,40653,580,1.25E+04,1.52E-02
IXIC,40653,580,2.80E+03,2.10E-02
HSI,40679,581,2.30E+04,-1.36E-02
SSE,40688,581,2.74E+03,-9.20E-03
FTSE,40633,581,5.91E+03,-6.60E-03
CAC,40638,581,4.04E+03,-3.00E-04
N225,40687,581,9.48E+03,1.70E-03
DJI,40654,581,1.25E+04,4.20E-03
GSPC,40654,581,1.34E+03,5.30E-03
AUX,40633,581,1.43E+03,5.60E-03
IXIC,40654,581,2.82E+03,6.30E-03
DAX,40646,581,7.18E+03,1.06E-02
N225,40688,582,9.42E+03,-5.70E-03
DAX,40647,582,7.15E+03,-4.40E-03
HSI,40680,582,2.29E+04,-2.60E-03
AUX,40634,582,1.43E+03,-2.20E-03
DJI,40658,582,1.25E+04,-2.10E-03
SSE,40689,582,2.74E+03,-1.90E-03
GSPC,40658,582,1.34E+03,-1.60E-03
CAC,40639,582,4.05E+03,1.60E-03
IXIC,40658,582,2.83E+03,2.00E-03
FTSE,40634,582,6.01E+03,1.71E-02
SSE,40690,583,2.71E+03,-9.70E-03
CAC,40640,583,4.03E+03,-4.90E-03
FTSE,40637,583,6.02E+03,1.20E-03
AUX,40637,583,1.43E+03,3.90E-03
DAX,40648,583,7.18E+03,4.40E-03
HSI,40681,583,2.30E+04,4.80E-03
IXIC,40659,583,2.85E+03,7.70E-03
GSPC,40659,583,1.35E+03,9.00E-03
DJI,40659,583,1.26E+04,9.30E-03
N225,40689,583,9.56E+03,1.48E-02
DAX,40651,584,7.03E+03,-2.11E-02
N225,40690,584,9.52E+03,-4.20E-03
FTSE,40638,584,6.01E+03,-1.60E-03
SSE,40693,584,2.71E+03,-1.30E-03
GSPC,40660,584,1.36E+03,6.20E-03
HSI,40682,584,2.32E+04,6.60E-03
DJI,40660,584,1.27E+04,7.60E-03
IXIC,40660,584,2.87E+03,7.80E-03
CAC,40641,584,4.06E+03,8.30E-03
AUX,40638,584,1.46E+03,1.51E-02
CAC,40644,585,4.04E+03,-5.70E-03
N225,40693,585,9.50E+03,-1.80E-03
IXIC,40661,585,2.87E+03,9.00E-04
HSI,40683,585,2.32E+04,1.60E-03
DAX,40652,585,7.04E+03,1.80E-03
AUX,40639,585,1.46E+03,2.10E-03
GSPC,40661,585,1.36E+03,3.60E-03
FTSE,40639,585,6.04E+03,5.70E-03
DJI,40661,585,1.28E+04,5.70E-03
SSE,40694,585,2.74E+03,1.37E-02
HSI,40686,586,2.27E+04,-2.11E-02
CAC,40645,586,3.98E+03,-1.54E-02
FTSE,40640,586,6.01E+03,-5.60E-03
AUX,40640,586,1.46E+03,-4.00E-04
SSE,40695,586,2.74E+03,0.00E+00
IXIC,40662,586,2.87E+03,4.00E-04
GSPC,40662,586,1.36E+03,2.30E-03
DJI,40662,586,1.28E+04,3.70E-03
N225,40694,586,9.69E+03,1.99E-02
DAX,40653,586,7.25E+03,2.98E-02
SSE,40696,587,2.71E+03,-1.40E-02
IXIC,40665,587,2.86E+03,-3.30E-03
GSPC,40665,587,1.36E+03,-1.80E-03
DJI,40665,587,1.28E+04,-2.00E-04
HSI,40687,587,2.27E+04,9.00E-04
N225,40695,587,9.72E+03,2.70E-03
DAX,40654,587,7.30E+03,6.40E-03
CAC,40646,587,4.01E+03,7.50E-03
FTSE,40641,587,6.06E+03,8.10E-03
AUX,40641,587,1.48E+03,1.14E-02
N225,40696,588,9.56E+03,-1.69E-02
CAC,40647,588,3.97E+03,-8.90E-03
AUX,40644,588,1.46E+03,-8.00E-03
IXIC,40666,588,2.84E+03,-7.80E-03
GSPC,40666,588,1.36E+03,-3.40E-03
FTSE,40644,588,6.05E+03,-4.00E-04
DJI,40666,588,1.28E+04,0.00E+00
HSI,40688,588,2.27E+04,7.00E-04
DAX,40659,588,7.36E+03,8.40E-03
SSE,40697,588,2.73E+03,8.40E-03
FTSE,40645,589,5.96E+03,-1.47E-02
AUX,40645,589,1.45E+03,-7.00E-03
GSPC,40667,589,1.35E+03,-6.90E-03
DJI,40667,589,1.27E+04,-6.60E-03
N225,40697,589,9.49E+03,-6.60E-03
IXIC,40667,589,2.83E+03,-4.70E-03
CAC,40648,589,3.97E+03,1.00E-03
SSE,40701,589,2.74E+03,6.00E-03
DAX,40660,589,7.40E+03,6.60E-03
HSI,40689,589,2.29E+04,6.70E-03
CAC,40651,590,3.88E+03,-2.35E-02
N225,40700,590,9.38E+03,-1.18E-02
DJI,40668,590,1.26E+04,-1.10E-02
GSPC,40668,590,1.34E+03,-9.10E-03
IXIC,40668,590,2.81E+03,-4.80E-03
SSE,40702,590,2.75E+03,2.20E-03
AUX,40646,590,1.46E+03,2.70E-03
FTSE,40646,590,6.01E+03,7.70E-03
DAX,40661,590,7.48E+03,9.50E-03
HSI,40690,590,2.31E+04,9.50E-03
SSE,40703,591,2.70E+03,-1.71E-02
FTSE,40647,591,5.96E+03,-7.80E-03
HSI,40693,591,2.32E+04,2.90E-03
GSPC,40669,591,1.34E+03,3.80E-03
DJI,40669,591,1.26E+04,4.30E-03
IXIC,40669,591,2.83E+03,4.60E-03
DAX,40662,591,7.51E+03,5.20E-03
N225,40701,591,9.44E+03,6.70E-03
CAC,40652,591,3.91E+03,7.00E-03
AUX,40647,591,1.47E+03,1.23E-02
N225,40702,592,9.45E+03,7.00E-04
SSE,40704,592,2.71E+03,7.00E-04
DAX,40665,592,7.53E+03,1.80E-03
DJI,40672,592,1.27E+04,3.60E-03
GSPC,40672,592,1.35E+03,4.50E-03
FTSE,40648,592,6.00E+03,5.40E-03
IXIC,40672,592,2.84E+03,5.50E-03
AUX,40648,592,1.49E+03,7.90E-03
HSI,40694,592,2.37E+04,2.16E-02
CAC,40653,592,4.00E+03,2.46E-02
FTSE,40651,593,5.87E+03,-2.10E-02
DAX,40666,593,7.50E+03,-3.60E-03
HSI,40695,593,2.36E+04,-2.40E-03
SSE,40707,593,2.70E+03,-1.80E-03
N225,40703,593,9.47E+03,1.90E-03
CAC,40654,593,4.02E+03,4.30E-03
DJI,40673,593,1.28E+04,6.00E-03
AUX,40651,593,1.50E+03,6.30E-03
GSPC,40673,593,1.36E+03,8.10E-03
IXIC,40673,593,2.87E+03,1.01E-02
DAX,40667,594,7.37E+03,-1.69E-02
HSI,40696,594,2.33E+04,-1.58E-02
GSPC,40674,594,1.34E+03,-1.11E-02
DJI,40674,594,1.26E+04,-1.02E-02
IXIC,40674,594,2.85E+03,-9.30E-03
AUX,40652,594,1.50E+03,-6.00E-04
FTSE,40652,594,5.90E+03,4.60E-03
N225,40704,594,9.51E+03,5.00E-03
CAC,40659,594,4.05E+03,5.80E-03
SSE,40708,594,2.73E+03,1.10E-02
HSI,40697,595,2.29E+04,-1.31E-02
SSE,40709,595,2.71E+03,-9.00E-03
N225,40707,595,9.45E+03,-7.00E-03
DAX,40668,595,7.38E+03,4.00E-04
AUX,40653,595,1.50E+03,4.90E-03
GSPC,40675,595,1.35E+03,4.90E-03
DJI,40675,595,1.27E+04,5.20E-03
CAC,40660,595,4.07E+03,5.50E-03
IXIC,40675,595,2.86E+03,6.30E-03
FTSE,40653,595,6.02E+03,2.13E-02
SSE,40710,596,2.66E+03,-1.52E-02
IXIC,40676,596,2.83E+03,-1.21E-02
GSPC,40676,596,1.34E+03,-8.10E-03
DJI,40676,596,1.26E+04,-7.90E-03
HSI,40701,596,2.29E+04,-3.50E-03
FTSE,40654,596,6.02E+03,-7.00E-04
AUX,40654,596,1.50E+03,1.30E-03
CAC,40661,596,4.10E+03,9.10E-03
N225,40708,596,9.55E+03,1.05E-02
DAX,40669,596,7.49E+03,1.56E-02
IXIC,40679,597,2.78E+03,-1.63E-02
DAX,40672,597,7.41E+03,-1.09E-02
HSI,40702,597,2.27E+04,-9.10E-03
SSE,40711,597,2.64E+03,-8.10E-03
GSPC,40679,597,1.33E+03,-6.20E-03
DJI,40679,597,1.25E+04,-3.80E-03
CAC,40662,597,4.11E+03,5.00E-04
AUX,40658,597,1.51E+03,2.00E-03
N225,40709,597,9.57E+03,2.80E-03
FTSE,40655,597,6.02E+03,0
N225,40710,598,9.41E+03,-1.70E-02
SSE,40714,598,2.62E+03,-8.20E-03
DJI,40680,598,1.25E+04,-5.50E-03
HSI,40703,598,2.26E+04,-2.30E-03
GSPC,40680,598,1.33E+03,-4.00E-04
AUX,40659,598,1.51E+03,-1.00E-04
IXIC,40680,598,2.78E+03,3.00E-04
CAC,40665,598,4.11E+03,5.00E-04
DAX,40673,598,7.50E+03,1.23E-02
FTSE,40658,598,6.02E+03,0
HSI,40704,599,2.24E+04,-8.40E-03
N225,40711,599,9.35E+03,-6.40E-03
CAC,40666,599,4.10E+03,-2.90E-03
DAX,40674,599,7.50E+03,-9.00E-04
DJI,40681,599,1.26E+04,6.50E-03
FTSE,40659,599,6.07E+03,8.50E-03
GSPC,40681,599,1.34E+03,8.80E-03
SSE,40715,599,2.65E+03,9.60E-03
IXIC,40681,599,2.82E+03,1.14E-02
AUX,40660,599,1.53E+03,1.31E-02
CAC,40667,600,4.04E+03,-1.31E-02
DAX,40675,600,7.44E+03,-6.80E-03
FTSE,40660,600,6.07E+03,-2.00E-04
N225,40714,600,9.35E+03,3.00E-04
SSE,40716,600,2.65E+03,1.10E-03
GSPC,40682,600,1.34E+03,2.20E-03
IXIC,40682,600,2.82E+03,3.00E-03
DJI,40682,600,1.26E+04,3.60E-03
HSI,40707,600,2.25E+04,3.90E-03
AUX,40661,600,1.54E+03,5.70E-03
CAC,40668,601,4.00E+03,-9.50E-03
GSPC,40683,601,1.33E+03,-7.70E-03
DJI,40683,601,1.25E+04,-7.40E-03
IXIC,40683,601,2.80E+03,-7.10E-03
DAX,40676,601,7.40E+03,-5.50E-03
HSI,40708,601,2.25E+04,-5.00E-04
FTSE,40661,601,6.07E+03,3.00E-04
N225,40715,601,9.46E+03,1.13E-02
SSE,40717,601,2.69E+03,1.47E-02
AUX,40662,601,1.56E+03,1.81E-02
IXIC,40686,602,2.76E+03,-1.58E-02
GSPC,40686,602,1.32E+03,-1.19E-02
