Index,Date, Dcount ,Close, Delta 
DJI,40094,194,9.79E+03,6.30E-03
IXIC,40094,194,2.12E+03,6.40E-03
CAC,40091,194,3.68E+03,6.90E-03
GSPC,40094,194,1.07E+03,7.50E-03
HSI,40099,194,2.15E+04,7.90E-03
FTSE,40087,195,5.05E+03,-1.68E-02
AUX,40088,195,1.00E+03,2.90E-03
GSPC,40095,195,1.07E+03,5.60E-03
IXIC,40095,195,2.14E+03,7.20E-03
DJI,40095,195,9.86E+03,8.00E-03
N225,40106,195,1.03E+04,9.80E-03
DAX,40094,195,5.72E+03,1.34E-02
SSE,40109,195,3.11E+03,1.85E-02
HSI,40100,195,2.19E+04,1.95E-02
CAC,40092,195,3.77E+03,2.59E-02
FTSE,40088,196,4.99E+03,-1.17E-02
CAC,40093,196,3.76E+03,-3.70E-03
DAX,40095,196,5.71E+03,-8.00E-04
N225,40107,196,1.03E+04,-3.00E-04
IXIC,40098,196,2.14E+03,-1.00E-04
SSE,40112,196,3.11E+03,6.00E-04
DJI,40098,196,9.89E+03,2.10E-03
GSPC,40098,196,1.08E+03,4.40E-03
HSI,40101,196,2.20E+04,5.10E-03
AUX,40091,196,1.02E+03,1.47E-02
SSE,40113,197,3.02E+03,-2.83E-02
N225,40108,197,1.03E+04,-6.40E-03
HSI,40102,197,2.19E+04,-3.10E-03
GSPC,40099,197,1.07E+03,-2.80E-03
DJI,40099,197,9.87E+03,-1.50E-03
IXIC,40099,197,2.14E+03,4.00E-04
FTSE,40091,197,5.02E+03,7.10E-03
DAX,40098,197,5.78E+03,1.25E-02
CAC,40094,197,3.81E+03,1.34E-02
AUX,40092,197,1.04E+03,2.01E-02
DAX,40099,198,5.71E+03,-1.19E-02
CAC,40095,198,3.80E+03,-1.90E-03
N225,40109,198,1.03E+04,1.50E-03
SSE,40114,198,3.03E+03,3.30E-03
AUX,40093,198,1.04E+03,4.40E-03
HSI,40105,198,2.22E+04,1.23E-02
DJI,40100,198,1.00E+04,1.47E-02
IXIC,40100,198,2.17E+03,1.51E-02
GSPC,40100,198,1.09E+03,1.75E-02
FTSE,40092,198,5.14E+03,2.26E-02
SSE,40115,199,2.96E+03,-2.34E-02
FTSE,40093,199,5.11E+03,-5.70E-03
IXIC,40101,199,2.17E+03,5.00E-04
GSPC,40101,199,1.10E+03,4.20E-03
DJI,40101,199,1.01E+04,4.70E-03
N225,40112,199,1.04E+04,7.70E-03
HSI,40106,199,2.24E+04,8.30E-03
CAC,40098,199,3.85E+03,1.22E-02
AUX,40094,199,1.06E+03,1.36E-02
DAX,40100,199,5.85E+03,2.45E-02
N225,40113,200,1.02E+04,-1.45E-02
CAC,40099,200,3.80E+03,-1.15E-02
AUX,40095,200,1.05E+03,-9.00E-03
GSPC,40102,200,1.09E+03,-8.10E-03
IXIC,40102,200,2.16E+03,-7.60E-03
DJI,40102,200,1.00E+04,-6.70E-03
DAX,40101,200,5.83E+03,-4.00E-03
HSI,40107,200,2.23E+04,-3.00E-03
FTSE,40094,200,5.15E+03,8.90E-03
SSE,40116,200,3.00E+03,1.20E-02
DAX,40102,201,5.74E+03,-1.50E-02
N225,40114,201,1.01E+04,-1.35E-02
HSI,40108,201,2.22E+04,-4.80E-03
FTSE,40095,201,5.16E+03,1.40E-03
IXIC,40105,201,2.18E+03,9.10E-03
GSPC,40105,201,1.10E+03,9.40E-03
DJI,40105,201,1.01E+04,9.60E-03
AUX,40098,201,1.06E+03,1.07E-02
CAC,40100,201,3.88E+03,2.14E-02
SSE,40119,201,3.08E+03,2.70E-02
N225,40115,202,9.89E+03,-1.83E-02
GSPC,40106,202,1.09E+03,-6.20E-03
IXIC,40106,202,2.16E+03,-5.90E-03
DJI,40106,202,1.00E+04,-5.00E-03
CAC,40101,202,3.88E+03,3.00E-04
AUX,40099,202,1.06E+03,5.20E-03
FTSE,40098,202,5.21E+03,9.40E-03
SSE,40120,202,3.11E+03,1.22E-02
HSI,40109,202,2.26E+04,1.71E-02
DAX,40105,202,5.85E+03,1.90E-02
HSI,40113,203,2.22E+04,-1.86E-02
CAC,40102,203,3.83E+03,-1.45E-02
FTSE,40099,203,5.15E+03,-1.07E-02
DJI,40107,203,9.95E+03,-9.20E-03
GSPC,40107,203,1.08E+03,-8.90E-03
DAX,40106,203,5.81E+03,-7.00E-03
IXIC,40107,203,2.15E+03,-5.90E-03
AUX,40100,203,1.06E+03,9.00E-04
SSE,40121,203,3.13E+03,4.60E-03
N225,40116,203,1.00E+04,1.45E-02
N225,40119,204,9.80E+03,-2.31E-02
HSI,40114,204,2.18E+04,-1.84E-02
AUX,40101,204,1.05E+03,-1.44E-02
DAX,40107,204,5.83E+03,3.70E-03
IXIC,40108,204,2.17E+03,6.80E-03
SSE,40122,204,3.16E+03,8.50E-03
GSPC,40108,204,1.09E+03,1.06E-02
DJI,40108,204,1.01E+04,1.33E-02
CAC,40105,204,3.89E+03,1.69E-02
FTSE,40100,204,5.26E+03,1.98E-02
HSI,40115,205,2.13E+04,-2.28E-02
GSPC,40109,205,1.08E+03,-1.22E-02
DAX,40108,205,5.76E+03,-1.21E-02
DJI,40109,205,9.97E+03,-1.08E-02
FTSE,40101,205,5.22E+03,-6.30E-03
CAC,40106,205,3.87E+03,-5.40E-03
IXIC,40109,205,2.15E+03,-5.00E-03
SSE,40123,205,3.16E+03,2.80E-03
AUX,40102,205,1.05E+03,2.90E-03
N225,40121,205,9.84E+03,4.20E-03
N225,40122,206,9.72E+03,-1.29E-02
GSPC,40112,206,1.07E+03,-1.17E-02
DJI,40112,206,9.87E+03,-1.05E-02
FTSE,40102,206,5.19E+03,-6.30E-03
IXIC,40112,206,2.14E+03,-5.90E-03
DAX,40109,206,5.74E+03,-3.90E-03
CAC,40107,206,3.87E+03,5.00E-04
SSE,40126,206,3.18E+03,3.60E-03
AUX,40105,206,1.06E+03,5.10E-03
HSI,40116,206,2.18E+04,2.29E-02
DAX,40112,207,5.64E+03,-1.71E-02
CAC,40108,207,3.82E+03,-1.35E-02
IXIC,40113,207,2.12E+03,-1.20E-02
HSI,40119,207,2.16E+04,-6.10E-03
GSPC,40113,207,1.06E+03,-3.30E-03
AUX,40106,207,1.06E+03,-2.00E-03
SSE,40127,207,3.18E+03,1.00E-03
DJI,40113,207,9.88E+03,1.40E-03
N225,40123,207,9.79E+03,7.40E-03
FTSE,40105,207,5.28E+03,1.76E-02
IXIC,40114,208,2.06E+03,-2.67E-02
GSPC,40114,208,1.04E+03,-1.95E-02
HSI,40120,208,2.12E+04,-1.76E-02
DJI,40114,208,9.76E+03,-1.21E-02
FTSE,40106,208,5.24E+03,-7.20E-03
CAC,40109,208,3.81E+03,-3.30E-03
DAX,40113,208,5.64E+03,-1.30E-03
SSE,40128,208,3.18E+03,-1.10E-03
N225,40126,208,9.81E+03,2.00E-03
AUX,40107,208,1.06E+03,3.90E-03
DAX,40114,209,5.50E+03,-2.46E-02
CAC,40112,209,3.74E+03,-1.68E-02
SSE,40129,209,3.17E+03,-7.00E-04
AUX,40108,209,1.06E+03,-6.00E-04
FTSE,40107,209,5.26E+03,2.80E-03
N225,40127,209,9.87E+03,6.30E-03
HSI,40121,209,2.16E+04,1.76E-02
IXIC,40115,209,2.10E+03,1.84E-02
DJI,40115,209,9.96E+03,2.05E-02
GSPC,40115,209,1.07E+03,2.25E-02
GSPC,40116,210,1.04E+03,-2.81E-02
DJI,40116,210,9.71E+03,-2.51E-02
IXIC,40116,210,2.05E+03,-2.50E-02
FTSE,40108,210,5.21E+03,-9.60E-03
HSI,40122,210,2.15E+04,-6.30E-03
AUX,40109,210,1.06E+03,-3.00E-03
CAC,40113,210,3.74E+03,-1.00E-04
N225,40128,210,9.87E+03,1.00E-04
SSE,40130,210,3.19E+03,4.60E-03
DAX,40115,210,5.59E+03,1.66E-02
DAX,40116,211,5.41E+03,-3.09E-02
CAC,40114,211,3.66E+03,-2.14E-02
AUX,40112,211,1.04E+03,-1.64E-02
N225,40129,211,9.80E+03,-6.80E-03
IXIC,40119,211,2.05E+03,2.00E-03
GSPC,40119,211,1.04E+03,6.50E-03
FTSE,40109,211,5.24E+03,6.80E-03
DJI,40119,211,9.79E+03,7.90E-03
HSI,40123,211,2.18E+04,1.63E-02
SSE,40133,211,3.28E+03,2.74E-02
FTSE,40112,212,5.19E+03,-9.70E-03
N225,40130,212,9.77E+03,-3.50E-03
DJI,40120,212,9.77E+03,-1.80E-03
GSPC,40120,212,1.05E+03,2.40E-03
SSE,40134,212,3.28E+03,2.40E-03
DAX,40119,212,5.43E+03,2.90E-03
IXIC,40120,212,2.06E+03,4.00E-03
CAC,40115,212,3.71E+03,1.37E-02
HSI,40126,212,2.22E+04,1.73E-02
AUX,40113,212,1.04E+03,0
CAC,40116,213,3.61E+03,-2.86E-02
DAX,40120,213,5.35E+03,-1.43E-02
AUX,40114,213,1.03E+03,-1.00E-02
IXIC,40121,213,2.06E+03,-9.00E-04
GSPC,40121,213,1.05E+03,1.00E-03
FTSE,40113,213,5.20E+03,1.80E-03
N225,40133,213,9.79E+03,2.10E-03
DJI,40121,213,9.80E+03,3.10E-03
SSE,40135,213,3.30E+03,6.20E-03
HSI,40128,213,2.26E+04,1.89E-02
FTSE,40114,214,5.08E+03,-2.32E-02
HSI,40129,214,2.24E+04,-1.01E-02
N225,40134,214,9.73E+03,-6.30E-03
SSE,40136,214,3.32E+03,5.30E-03
CAC,40119,214,3.64E+03,8.80E-03
DAX,40121,214,5.44E+03,1.70E-02
AUX,40115,214,1.05E+03,1.80E-02
GSPC,40122,214,1.07E+03,1.92E-02
DJI,40122,214,1.00E+04,2.08E-02
IXIC,40122,214,2.11E+03,2.42E-02
CAC,40120,215,3.58E+03,-1.52E-02
N225,40135,215,9.68E+03,-5.50E-03
AUX,40116,215,1.04E+03,-5.40E-03
SSE,40137,215,3.31E+03,-3.70E-03
DJI,40123,215,1.00E+04,1.70E-03
GSPC,40123,215,1.07E+03,2.50E-03
IXIC,40123,215,2.11E+03,3.40E-03
DAX,40122,215,5.48E+03,6.70E-03
HSI,40130,215,2.26E+04,7.00E-03
FTSE,40115,215,5.14E+03,1.13E-02
FTSE,40116,216,5.04E+03,-1.81E-02
N225,40136,216,9.55E+03,-1.32E-02
DAX,40123,216,5.49E+03,1.30E-03
SSE,40140,216,3.34E+03,9.20E-03
AUX,40119,216,1.05E+03,1.21E-02
HSI,40133,216,2.29E+04,1.73E-02
IXIC,40126,216,2.15E+03,1.97E-02
DJI,40126,216,1.02E+04,2.03E-02
GSPC,40126,216,1.09E+03,2.22E-02
CAC,40121,216,3.67E+03,2.40E-02
SSE,40141,217,3.22E+03,-3.45E-02
N225,40137,217,9.50E+03,-5.40E-03
IXIC,40127,217,2.15E+03,-1.40E-03
HSI,40134,217,2.29E+04,-1.30E-03
GSPC,40127,217,1.09E+03,-1.00E-04
DJI,40127,217,1.02E+04,2.00E-03
CAC,40122,217,3.71E+03,1.05E-02
FTSE,40119,217,5.10E+03,1.19E-02
DAX,40126,217,5.62E+03,2.40E-02
AUX,40120,217,1.08E+03,2.87E-02
FTSE,40120,218,5.04E+03,-1.32E-02
N225,40141,218,9.40E+03,-1.01E-02
HSI,40135,218,2.28E+04,-3.20E-03
DAX,40127,218,5.61E+03,-1.20E-03
CAC,40123,218,3.71E+03,-4.00E-04
AUX,40121,218,1.09E+03,3.10E-03
DJI,40128,218,1.03E+04,4.30E-03
GSPC,40128,218,1.10E+03,5.00E-03
IXIC,40128,218,2.17E+03,7.40E-03
SSE,40142,218,3.29E+03,2.07E-02
SSE,40143,219,3.17E+03,-3.62E-02
GSPC,40129,219,1.09E+03,-1.03E-02
DJI,40129,219,1.02E+04,-9.10E-03
HSI,40136,219,2.26E+04,-8.60E-03
IXIC,40129,219,2.15E+03,-8.30E-03
AUX,40122,219,1.09E+03,1.50E-03
N225,40142,219,9.44E+03,4.30E-03
DAX,40128,219,5.67E+03,9.80E-03
FTSE,40121,219,5.11E+03,1.40E-02
CAC,40126,219,3.79E+03,2.11E-02
SSE,40144,220,3.10E+03,-2.36E-02
HSI,40137,220,2.25E+04,-8.30E-03
N225,40143,220,9.38E+03,-6.20E-03
DAX,40129,220,5.66E+03,-8.00E-04
CAC,40127,220,3.79E+03,0.00E+00
FTSE,40122,220,5.13E+03,3.50E-03
AUX,40123,220,1.09E+03,4.60E-03
GSPC,40130,220,1.09E+03,5.70E-03
DJI,40130,220,1.03E+04,7.20E-03
IXIC,40130,220,2.17E+03,8.80E-03
N225,40144,221,9.08E+03,-3.22E-02
FTSE,40123,221,5.14E+03,3.30E-03
DAX,40130,221,5.69E+03,4.00E-03
AUX,40126,221,1.10E+03,7.10E-03
CAC,40128,221,3.81E+03,7.60E-03
DJI,40133,221,1.04E+04,1.33E-02
IXIC,40133,221,2.20E+03,1.38E-02
HSI,40140,221,2.28E+04,1.41E-02
GSPC,40133,221,1.11E+03,1.45E-02
SSE,40147,221,3.20E+03,3.20E-02
HSI,40141,222,2.24E+04,-1.53E-02
CAC,40129,222,3.81E+03,-1.70E-03
GSPC,40134,222,1.11E+03,9.00E-04
AUX,40127,222,1.10E+03,1.00E-03
IXIC,40134,222,2.20E+03,2.70E-03
DJI,40134,222,1.04E+04,2.90E-03
SSE,40148,222,3.24E+03,1.25E-02
FTSE,40126,222,5.24E+03,1.80E-02
DAX,40133,222,5.80E+03,2.07E-02
N225,40147,222,9.35E+03,2.91E-02
IXIC,40135,223,2.19E+03,-4.80E-03
DAX,40134,223,5.78E+03,-4.50E-03
DJI,40135,223,1.04E+04,-1.10E-03
FTSE,40127,223,5.23E+03,-9.00E-04
CAC,40130,223,3.81E+03,-5.00E-04
GSPC,40135,223,1.11E+03,-5.00E-04
HSI,40142,223,2.26E+04,8.40E-03
SSE,40149,223,3.27E+03,1.06E-02
AUX,40128,223,1.12E+03,1.16E-02
N225,40148,223,9.57E+03,2.43E-02
HSI,40143,224,2.22E+04,-1.78E-02
IXIC,40136,224,2.16E+03,-1.66E-02
GSPC,40136,224,1.09E+03,-1.34E-02
DJI,40136,224,1.03E+04,-9.00E-03
AUX,40129,224,1.11E+03,-6.80E-03
SSE,40150,224,3.26E+03,-1.60E-03
DAX,40135,224,5.79E+03,1.60E-03
N225,40149,224,9.61E+03,3.80E-03
FTSE,40128,224,5.27E+03,6.90E-03
CAC,40133,224,3.86E+03,1.50E-02
HSI,40144,225,2.11E+04,-4.84E-02
DAX,40136,225,5.70E+03,-1.48E-02
CAC,40134,225,3.83E+03,-8.80E-03
IXIC,40137,225,2.15E+03,-5.00E-03
GSPC,40137,225,1.09E+03,-3.20E-03
DJI,40137,225,1.03E+04,-1.40E-03
FTSE,40129,225,5.28E+03,1.80E-03
AUX,40130,225,1.12E+03,6.90E-03
SSE,40151,225,3.32E+03,1.61E-02
N225,40150,225,9.98E+03,3.84E-02
DAX,40137,226,5.66E+03,-6.80E-03
CAC,40135,226,3.83E+03,-2.00E-04
FTSE,40130,226,5.30E+03,3.80E-03
N225,40151,226,1.00E+04,4.50E-03
SSE,40154,226,3.33E+03,4.50E-03
DJI,40140,226,1.05E+04,1.29E-02
GSPC,40140,226,1.11E+03,1.36E-02
IXIC,40140,226,2.18E+03,1.40E-02
AUX,40133,226,1.14E+03,2.19E-02
HSI,40147,226,2.18E+04,3.25E-02
CAC,40136,227,3.76E+03,-1.77E-02
SSE,40155,227,3.30E+03,-1.06E-02
IXIC,40141,227,2.17E+03,-3.10E-03
DJI,40141,227,1.04E+04,-1.60E-03
GSPC,40141,227,1.11E+03,-5.00E-04
AUX,40134,227,1.14E+03,1.00E-04
HSI,40148,227,2.21E+04,1.34E-02
N225,40154,227,1.02E+04,1.45E-02
FTSE,40133,227,5.38E+03,1.63E-02
DAX,40140,227,5.80E+03,2.44E-02
SSE,40156,228,3.24E+03,-1.73E-02
CAC,40137,228,3.73E+03,-8.20E-03
FTSE,40134,228,5.35E+03,-6.80E-03
DAX,40141,228,5.77E+03,-5.50E-03
N225,40155,228,1.01E+04,-2.70E-03
AUX,40135,228,1.14E+03,2.00E-03
DJI,40142,228,1.05E+04,2.90E-03
IXIC,40142,228,2.18E+03,3.20E-03
GSPC,40142,228,1.11E+03,4.50E-03
HSI,40149,228,2.23E+04,8.00E-03
IXIC,40144,229,2.14E+03,-1.73E-02
GSPC,40144,229,1.09E+03,-1.72E-02
DJI,40144,229,1.03E+04,-1.48E-02
N225,40156,229,1.00E+04,-1.34E-02
FTSE,40135,229,5.34E+03,-7.00E-04
AUX,40136,229,1.14E+03,2.00E-04
SSE,40157,229,3.25E+03,4.50E-03
DAX,40142,229,5.80E+03,5.80E-03
HSI,40150,229,2.26E+04,1.19E-02
CAC,40140,229,3.81E+03,2.25E-02
DAX,40143,230,5.61E+03,-3.25E-02
N225,40157,230,9.86E+03,-1.42E-02
FTSE,40136,230,5.27E+03,-1.39E-02
CAC,40141,230,3.78E+03,-7.50E-03
HSI,40151,230,2.25E+04,-2.50E-03
SSE,40158,230,3.25E+03,-2.10E-03
IXIC,40147,230,2.14E+03,2.90E-03
DJI,40147,230,1.03E+04,3.40E-03
GSPC,40147,230,1.10E+03,3.80E-03
AUX,40137,230,1.15E+03,5.10E-03
HSI,40155,231,2.21E+04,-1.95E-02
FTSE,40137,231,5.25E+03,-3.10E-03
CAC,40142,231,3.81E+03,6.50E-03
GSPC,40148,231,1.11E+03,1.21E-02
DJI,40148,231,1.05E+04,1.23E-02
DAX,40144,231,5.69E+03,1.27E-02
AUX,40140,231,1.16E+03,1.28E-02
IXIC,40148,231,2.18E+03,1.46E-02
SSE,40161,231,3.30E+03,1.71E-02
N225,40158,231,1.01E+04,2.48E-02
CAC,40143,232,3.68E+03,-3.41E-02
HSI,40156,232,2.17E+04,-1.44E-02
DAX,40147,232,5.63E+03,-1.05E-02
SSE,40162,232,3.27E+03,-8.60E-03
DJI,40149,232,1.05E+04,-1.80E-03
N225,40161,232,1.01E+04,-2.00E-04
GSPC,40149,232,1.11E+03,3.00E-04
AUX,40141,232,1.16E+03,1.50E-03
IXIC,40149,232,2.19E+03,4.20E-03
FTSE,40140,232,5.36E+03,1.98E-02
GSPC,40150,233,1.10E+03,-8.40E-03
DJI,40150,233,1.04E+04,-8.30E-03
FTSE,40141,233,5.32E+03,-5.90E-03
SSE,40163,233,3.26E+03,-5.90E-03
IXIC,40150,233,2.17E+03,-5.40E-03
N225,40162,233,1.01E+04,-2.20E-03
HSI,40157,233,2.17E+04,-1.90E-03
CAC,40144,233,3.72E+03,1.15E-02
AUX,40142,233,1.19E+03,1.88E-02
DAX,40148,233,5.78E+03,2.68E-02
SSE,40164,234,3.18E+03,-2.34E-02
CAC,40147,234,3.68E+03,-1.11E-02
DAX,40149,234,5.78E+03,9.00E-04
DJI,40151,234,1.04E+04,2.20E-03
AUX,40143,234,1.19E+03,4.50E-03
GSPC,40151,234,1.11E+03,5.50E-03
FTSE,40142,234,5.36E+03,7.70E-03
HSI,40158,234,2.19E+04,9.30E-03
N225,40163,234,1.02E+04,9.30E-03
IXIC,40151,234,2.19E+03,9.80E-03
FTSE,40143,235,5.19E+03,-3.18E-02
SSE,40165,235,3.11E+03,-2.05E-02
AUX,40144,235,1.18E+03,-1.28E-02
GSPC,40154,235,1.10E+03,-2.50E-03
IXIC,40154,235,2.19E+03,-2.20E-03
DAX,40150,235,5.77E+03,-2.00E-03
N225,40164,235,1.02E+04,-1.30E-03
DJI,40154,235,1.04E+04,1.00E-04
HSI,40161,235,2.21E+04,8.40E-03
CAC,40148,235,3.78E+03,2.60E-02
HSI,40162,236,2.18E+04,-1.23E-02
GSPC,40155,236,1.09E+03,-1.03E-02
DJI,40155,236,1.03E+04,-1.00E-02
IXIC,40155,236,2.17E+03,-7.60E-03
N225,40165,236,1.01E+04,-2.10E-03
AUX,40147,236,1.18E+03,1.60E-03
SSE,40168,236,3.12E+03,2.90E-03
CAC,40149,236,3.80E+03,5.30E-03
DAX,40151,236,5.82E+03,8.20E-03
FTSE,40144,236,5.25E+03,9.90E-03
SSE,40169,237,3.05E+03,-2.32E-02
FTSE,40147,237,5.19E+03,-1.05E-02
HSI,40163,237,2.16E+04,-9.30E-03
DAX,40154,237,5.78E+03,-5.70E-03
CAC,40150,237,3.80E+03,8.00E-04
GSPC,40156,237,1.10E+03,3.70E-03
N225,40168,237,1.02E+04,4.10E-03
IXIC,40156,237,2.18E+03,4.90E-03
DJI,40156,237,1.03E+04,5.00E-03
AUX,40148,237,1.20E+03,1.61E-02
DAX,40155,238,5.69E+03,-1.66E-02
HSI,40164,238,2.13E+04,-1.22E-02
IXIC,40157,238,2.19E+03,3.30E-03
GSPC,40157,238,1.10E+03,5.80E-03
DJI,40157,238,1.04E+04,6.70E-03
SSE,40170,238,3.07E+03,7.60E-03
CAC,40151,238,3.85E+03,1.25E-02
AUX,40149,238,1.21E+03,1.29E-02
N225,40169,238,1.04E+04,1.91E-02
FTSE,40148,238,5.31E+03,2.34E-02
HSI,40165,239,2.12E+04,-8.00E-03
DAX,40156,239,5.65E+03,-7.20E-03
CAC,40154,239,3.84E+03,-1.70E-03
IXIC,40158,239,2.19E+03,-3.00E-04
FTSE,40149,239,5.33E+03,2.90E-03
AUX,40150,239,1.22E+03,2.90E-03
GSPC,40158,239,1.11E+03,3.70E-03
DJI,40158,239,1.05E+04,6.30E-03
N225,40171,239,1.05E+04,1.53E-02
SSE,40171,239,3.15E+03,2.59E-02
AUX,40151,240,1.16E+03,-4.69E-02
CAC,40155,240,3.79E+03,-1.43E-02
HSI,40168,240,2.09E+04,-1.08E-02
N225,40172,240,1.05E+04,-4.00E-03
SSE,40172,240,3.14E+03,-3.80E-03
FTSE,40150,240,5.31E+03,-2.70E-03
DJI,40161,240,1.05E+04,2.80E-03
GSPC,40161,240,1.11E+03,7.00E-03
IXIC,40161,240,2.21E+03,9.90E-03
DAX,40157,240,5.71E+03,1.08E-02
CAC,40156,241,3.76E+03,-7.40E-03
GSPC,40162,241,1.11E+03,-5.50E-03
IXIC,40162,241,2.20E+03,-5.00E-03
DJI,40162,241,1.05E+04,-4.70E-03
AUX,40154,241,1.16E+03,-1.40E-03
FTSE,40151,241,5.32E+03,1.80E-03
HSI,40169,241,2.11E+04,6.90E-03
DAX,40158,241,5.76E+03,8.30E-03
N225,40175,241,1.06E+04,1.33E-02
SSE,40175,241,3.19E+03,1.51E-02
AUX,40155,242,1.14E+03,-1.73E-02
FTSE,40154,242,5.31E+03,-2.20E-03
DJI,40163,242,1.04E+04,-1.00E-03
N225,40176,242,1.06E+04,4.00E-04
GSPC,40163,242,1.11E+03,1.10E-03
IXIC,40163,242,2.21E+03,2.70E-03
SSE,40176,242,3.21E+03,7.20E-03
DAX,40161,242,5.80E+03,8.00E-03
CAC,40157,242,3.80E+03,1.09E-02
HSI,40170,242,2.13E+04,1.12E-02
FTSE,40155,243,5.22E+03,-1.65E-02
AUX,40156,243,1.12E+03,-1.42E-02
DJI,40164,243,1.03E+04,-1.27E-02
IXIC,40164,243,2.18E+03,-1.22E-02
GSPC,40164,243,1.10E+03,-1.18E-02
N225,40177,243,1.05E+04,-8.60E-03
CAC,40158,243,3.80E+03,1.40E-03
DAX,40162,243,5.81E+03,1.60E-03
HSI,40171,243,2.15E+04,8.80E-03
SSE,40177,243,3.26E+03,1.58E-02
FTSE,40156,244,5.20E+03,-3.70E-03
HSI,40175,244,2.15E+04,-1.70E-03
DJI,40165,244,1.03E+04,2.00E-03
AUX,40157,244,1.12E+03,2.90E-03
SSE,40178,244,3.28E+03,4.50E-03
GSPC,40165,244,1.10E+03,5.80E-03
CAC,40161,244,3.83E+03,7.00E-03
N225,40182,244,1.07E+04,1.03E-02
IXIC,40165,244,2.21E+03,1.45E-02
DAX,40163,244,5.90E+03,1.58E-02
SSE,40182,245,3.24E+03,-1.02E-02
DAX,40164,245,5.84E+03,-1.00E-02
AUX,40158,245,1.12E+03,-7.90E-03
HSI,40176,245,2.15E+04,9.00E-04
CAC,40162,245,3.83E+03,1.00E-03
N225,40183,245,1.07E+04,2.50E-03
FTSE,40157,245,5.24E+03,7.80E-03
DJI,40168,245,1.04E+04,8.30E-03
GSPC,40168,245,1.11E+03,1.05E-02
IXIC,40168,245,2.24E+03,1.17E-02
DAX,40165,246,5.83E+03,-2.30E-03
FTSE,40158,246,5.26E+03,3.30E-03
GSPC,40169,246,1.12E+03,3.60E-03
N225,40184,246,1.07E+04,4.60E-03
DJI,40169,246,1.05E+04,4.90E-03
AUX,40161,246,1.12E+03,6.50E-03
IXIC,40169,246,2.25E+03,6.70E-03
CAC,40163,246,3.88E+03,1.09E-02
SSE,40183,246,3.28E+03,1.18E-02
HSI,40178,246,2.19E+04,1.74E-02
CAC,40164,247,3.83E+03,-1.16E-02
SSE,40184,247,3.25E+03,-8.50E-03
N225,40185,247,1.07E+04,-4.60E-03
HSI,40182,247,2.18E+04,-2.30E-03
DJI,40170,247,1.05E+04,1.00E-04
AUX,40162,247,1.12E+03,3.00E-04
GSPC,40170,247,1.12E+03,2.30E-03
IXIC,40170,247,2.27E+03,7.50E-03
FTSE,40161,247,5.32E+03,1.02E-02
DAX,40168,247,5.93E+03,1.70E-02
SSE,40185,248,3.19E+03,-1.89E-02
CAC,40165,248,3.79E+03,-9.50E-03
FTSE,40162,248,5.29E+03,-5.60E-03
DAX,40169,248,5.95E+03,2.60E-03
DJI,40171,248,1.05E+04,5.10E-03
GSPC,40171,248,1.13E+03,5.30E-03
IXIC,40171,248,2.29E+03,7.10E-03
N225,40186,248,1.08E+04,1.09E-02
AUX,40163,248,1.14E+03,1.11E-02
HSI,40183,248,2.23E+04,2.09E-02
AUX,40164,249,1.10E+03,-3.10E-02
SSE,40186,249,3.20E+03,1.00E-03
GSPC,40175,249,1.13E+03,1.20E-03
DAX,40170,249,5.96E+03,2.00E-03
IXIC,40175,249,2.29E+03,2.40E-03
DJI,40175,249,1.05E+04,2.60E-03
HSI,40184,249,2.24E+04,6.20E-03
FTSE,40163,249,5.32E+03,6.50E-03
N225,40190,249,1.09E+04,7.50E-03
CAC,40168,249,3.87E+03,2.05E-02
FTSE,40164,250,5.22E+03,-1.93E-02
N225,40191,250,1.07E+04,-1.32E-02
HSI,40185,250,2.23E+04,-6.60E-03
GSPC,40176,250,1.13E+03,-1.40E-03
IXIC,40176,250,2.29E+03,-1.20E-03
DJI,40176,250,1.05E+04,-2.00E-04
SSE,40189,250,3.21E+03,5.20E-03
CAC,40169,250,3.90E+03,6.80E-03
AUX,40165,250,1.11E+03,7.00E-03
DAX,40175,250,6.00E+03,7.60E-03
AUX,40168,251,1.10E+03,-1.21E-02
FTSE,40165,251,5.20E+03,-4.00E-03
GSPC,40177,251,1.13E+03,2.00E-04
DJI,40177,251,1.05E+04,3.00E-04
HSI,40186,251,2.23E+04,1.20E-03
IXIC,40177,251,2.29E+03,1.30E-03
DAX,40176,251,6.01E+03,1.40E-03
CAC,40170,251,3.91E+03,3.20E-03
N225,40192,251,1.09E+04,1.61E-02
SSE,40190,251,3.27E+03,1.91E-02
SSE,40191,252,3.17E+03,-3.09E-02
DJI,40178,252,1.04E+04,-1.14E-02
GSPC,40178,252,1.12E+03,-1.00E-02
IXIC,40178,252,2.27E+03,-9.70E-03
DAX,40177,252,5.96E+03,-9.00E-03
AUX,40169,252,1.09E+03,-6.90E-03
CAC,40171,252,3.91E+03,5.00E-04
HSI,40189,252,2.24E+04,5.10E-03
N225,40193,252,1.10E+04,6.80E-03
FTSE,40168,252,5.29E+03,1.87E-02
N225,40196,253,1.09E+04,-1.16E-02
HSI,40190,253,2.23E+04,-3.80E-03
AUX,40170,253,1.09E+03,4.00E-03
FTSE,40169,253,5.33E+03,6.60E-03
CAC,40175,253,3.95E+03,8.80E-03
SSE,40192,253,3.22E+03,1.35E-02
DJI,40182,253,1.06E+04,1.50E-02
